ANNOSCOLASTICO, CODICESCUOLA, ORDINESCUOLA, ANNOCORSO, FASCIAETA, ALUNNI
201617,TOPS25500V,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
201617,TOPS275004,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,TOPS275004,SCUOLA SECONDARIA II GRADO,2,15 anni,8
201617,TOPS275004,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,TOPS275004,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,TOPS275004,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,TOPS275004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,5
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,1,14 anni,11
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,1,15 anni,2
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,2,14 anni,2
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,2,15 anni,14
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,3,15 anni,3
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,3,16 anni,19
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,3,17 anni,12
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,4,16 anni,3
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,4,17 anni,19
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,4,18 anni,5
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,5,17 anni,2
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,5,18 anni,19
201617,TOPS76500T,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,6
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,2,15 anni,5
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,3,16 anni,5
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,4,17 anni,1
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,5,18 anni,3
201617,TOPS955001,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,5
201617,TOPSA6500N,SCUOLA SECONDARIA II GRADO,1,14 anni,6
201617,TOPSA6500N,SCUOLA SECONDARIA II GRADO,2,15 anni,4
201617,TOPSA6500N,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,TOPSA6500N,SCUOLA SECONDARIA II GRADO,3,16 anni,8
201617,TOPSA6500N,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,TOPSA6500N,SCUOLA SECONDARIA II GRADO,4,17 anni,8
201617,TOPSA6500N,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,1,14 anni,15
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,1,15 anni,5
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,4
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,2,14 anni,3
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,2,15 anni,15
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,2,16 anni,5
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,3,15 anni,4
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,3,16 anni,13
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,4,16 anni,3
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,4,17 anni,10
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,TOPSQB5003,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,1,14 anni,12
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,2,15 anni,12
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,2,16 anni,6
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,3,15 anni,2
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,3,16 anni,8
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,4,17 anni,12
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,5,18 anni,8
201617,TOPST1500C,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,1
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,3,16 anni,3
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,4,17 anni,4
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,4,18 anni,6
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,5,18 anni,3
201617,TORI05500A,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,7
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,1,14 anni,6
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,1,16 anni,2
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,2,15 anni,9
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,2,16 anni,11
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,3,16 anni,8
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,3,17 anni,4
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,4,17 anni,5
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,4
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,TORI46500C,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,7
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,1,14 anni,20
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,2,14 anni,2
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,2,15 anni,21
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,2,16 anni,3
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,3,16 anni,14
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,3,17 anni,4
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,4,17 anni,5
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,4
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,TOSL01500G,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,7
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,1,14 anni,28
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,1,15 anni,3
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,2,15 anni,25
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,3,16 anni,26
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,3,17 anni,4
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,4,17 anni,19
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,TOTA015004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,5
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,1,14 anni,7
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,1,15 anni,2
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,2,15 anni,6
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,3,16 anni,6
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,4,17 anni,9
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,5,18 anni,5
201617,TOTB005001,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,1,14 anni,11
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,2,15 anni,5
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,3,16 anni,8
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,4,17 anni,19
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,TOTB025006,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,4
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,1,14 anni,12
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,1,15 anni,5
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,2,15 anni,12
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,2,16 anni,5
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,3,16 anni,5
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,3,18 anni,2
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,4,17 anni,11
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,5,18 anni,10
201617,TOTD08500R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,10
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,1,14 anni,35
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,1,15 anni,3
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,2,15 anni,32
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,2,16 anni,5
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,3,15 anni,2
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,3,16 anni,23
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,3,17 anni,6
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,3,18 anni,2
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,4,17 anni,26
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,4,18 anni,3
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,5,18 anni,15
201617,TOTF01500R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,7
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,1,15 anni,2
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,2,15 anni,2
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,3,17 anni,5
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,4,17 anni,1
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,5,18 anni,16
201617,TOTF055007,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,46
201617,TOTL065002,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,TOTL065002,SCUOLA SECONDARIA II GRADO,4,17 anni,5
201617,TOTL065002,SCUOLA SECONDARIA II GRADO,5,17 anni,2
201617,TOTL065002,SCUOLA SECONDARIA II GRADO,5,18 anni,7
201617,TOTL065002,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
201617,TP1E003005,SCUOLA PRIMARIA,1,6 anni,1
201617,TP1E003005,SCUOLA PRIMARIA,1,7 anni,2
201617,TP1E003005,SCUOLA PRIMARIA,2,7 anni,1
201617,TP1E003005,SCUOLA PRIMARIA,2,8 anni,1
201617,TP1E003005,SCUOLA PRIMARIA,3,10 anni,1
201617,TP1E003005,SCUOLA PRIMARIA,3,9 anni,2
201617,TP1E003005,SCUOLA PRIMARIA,4,10 anni,1
201617,TP1E003005,SCUOLA PRIMARIA,4,> di 10 anni,6
201617,TP1E003005,SCUOLA PRIMARIA,5,10 anni,2
201617,TP1E003005,SCUOLA PRIMARIA,5,> di 10 anni,18
201617,TP1E004001,SCUOLA PRIMARIA,1,6 anni,7
201617,TP1E004001,SCUOLA PRIMARIA,1,< di 6 anni,3
201617,TP1E004001,SCUOLA PRIMARIA,2,6 anni,3
201617,TP1E004001,SCUOLA PRIMARIA,2,7 anni,11
201617,TP1E004001,SCUOLA PRIMARIA,3,7 anni,1
201617,TP1E004001,SCUOLA PRIMARIA,3,8 anni,16
201617,TP1E004001,SCUOLA PRIMARIA,4,8 anni,11
201617,TP1E004001,SCUOLA PRIMARIA,4,9 anni,16
201617,TP1E004001,SCUOLA PRIMARIA,5,10 anni,10
201617,TP1E004001,SCUOLA PRIMARIA,5,9 anni,5
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,1,14 anni,21
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,1,15 anni,8
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,1,16 anni,4
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,1,17 anni,2
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,1,18 anni,1
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,1
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,2,14 anni,7
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,2,15 anni,16
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,2,16 anni,9
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,2,17 anni,4
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,2,18 anni,3
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,3
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,3,15 anni,5
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,3,16 anni,15
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,3,17 anni,8
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,3,18 anni,4
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,7
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,4,16 anni,9
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,4,17 anni,32
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,4,18 anni,6
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,8
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,5,17 anni,4
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,5,18 anni,23
201617,TPSD015003,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,14
201617,TPSLEE500A,SCUOLA SECONDARIA II GRADO,4,17 anni,1
201617,TPSLEE500A,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,TPSLEE500A,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,TPSLEE500A,SCUOLA SECONDARIA II GRADO,5,18 anni,2
201617,TPSLEE500A,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,1,15 anni,2
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,3,18 anni,2
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,5,18 anni,6
201617,TPTD075004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,11
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,2,15 anni,2
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,4
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,TPTD08500P,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,12
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,5,18 anni,7
201617,TPTD80500R,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,16
201617,TR1E00100P,SCUOLA PRIMARIA,1,6 anni,18
201617,TR1E00100P,SCUOLA PRIMARIA,1,8 anni,1
201617,TR1E00100P,SCUOLA PRIMARIA,2,6 anni,4
201617,TR1E00100P,SCUOLA PRIMARIA,2,7 anni,17
201617,TR1E00100P,SCUOLA PRIMARIA,3,7 anni,4
201617,TR1E00100P,SCUOLA PRIMARIA,3,8 anni,11
201617,TR1E00100P,SCUOLA PRIMARIA,4,8 anni,4
201617,TR1E00100P,SCUOLA PRIMARIA,4,9 anni,27
201617,TR1E00100P,SCUOLA PRIMARIA,5,10 anni,19
201617,TR1E00100P,SCUOLA PRIMARIA,5,9 anni,3
201617,TR1M00100X,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201617,TR1M00100X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,TR1M00100X,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,TR1M00100X,SCUOLA SECONDARIA I GRADO,2,12 anni,10
201617,TR1M00100X,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,TR1M00100X,SCUOLA SECONDARIA I GRADO,3,13 anni,17
201617,TR1M00100X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,TRPS8I500F,SCUOLA SECONDARIA II GRADO,2,14 anni,2
201617,TRPS8I500F,SCUOLA SECONDARIA II GRADO,2,15 anni,10
201617,TRPS8I500F,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,TS1E001006,SCUOLA PRIMARIA,1,6 anni,27
201617,TS1E001006,SCUOLA PRIMARIA,2,6 anni,2
201617,TS1E001006,SCUOLA PRIMARIA,2,7 anni,24
201617,TS1E001006,SCUOLA PRIMARIA,3,8 anni,18
201617,TS1E001006,SCUOLA PRIMARIA,4,10 anni,1
201617,TS1E001006,SCUOLA PRIMARIA,4,8 anni,1
201617,TS1E001006,SCUOLA PRIMARIA,4,9 anni,23
201617,TS1E001006,SCUOLA PRIMARIA,5,10 anni,20
201617,TS1E00300T,SCUOLA PRIMARIA,1,6 anni,19
201617,TS1E00300T,SCUOLA PRIMARIA,2,7 anni,19
201617,TS1E00300T,SCUOLA PRIMARIA,3,8 anni,18
201617,TS1E00300T,SCUOLA PRIMARIA,4,8 anni,2
201617,TS1E00300T,SCUOLA PRIMARIA,4,9 anni,15
201617,TS1E00300T,SCUOLA PRIMARIA,5,10 anni,16
201617,TS1E00300T,SCUOLA PRIMARIA,5,9 anni,2
201617,TS1E00400N,SCUOLA PRIMARIA,1,6 anni,9
201617,TS1E00400N,SCUOLA PRIMARIA,1,< di 6 anni,2
201617,TS1E00400N,SCUOLA PRIMARIA,2,7 anni,16
201617,TS1E00400N,SCUOLA PRIMARIA,3,8 anni,18
201617,TS1E00400N,SCUOLA PRIMARIA,4,9 anni,17
201617,TS1E00400N,SCUOLA PRIMARIA,5,10 anni,22
201617,TS1E00500D,SCUOLA PRIMARIA,1,6 anni,24
201617,TS1E00500D,SCUOLA PRIMARIA,2,6 anni,2
201617,TS1E00500D,SCUOLA PRIMARIA,2,7 anni,11
201617,TS1E00500D,SCUOLA PRIMARIA,2,8 anni,1
201617,TS1E00500D,SCUOLA PRIMARIA,3,7 anni,3
201617,TS1E00500D,SCUOLA PRIMARIA,3,8 anni,19
201617,TS1E00500D,SCUOLA PRIMARIA,4,8 anni,1
201617,TS1E00500D,SCUOLA PRIMARIA,4,9 anni,23
201617,TS1E00500D,SCUOLA PRIMARIA,5,10 anni,17
201617,TS1E00500D,SCUOLA PRIMARIA,5,9 anni,1
201617,TS1E00500D,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,TS1E006009,SCUOLA PRIMARIA,1,6 anni,20
201617,TS1E006009,SCUOLA PRIMARIA,1,< di 6 anni,3
201617,TS1E006009,SCUOLA PRIMARIA,2,6 anni,4
201617,TS1E006009,SCUOLA PRIMARIA,2,7 anni,21
201617,TS1E006009,SCUOLA PRIMARIA,3,8 anni,24
201617,TS1E006009,SCUOLA PRIMARIA,4,9 anni,15
201617,TS1E006009,SCUOLA PRIMARIA,5,10 anni,21
201617,TS1E006009,SCUOLA PRIMARIA,5,9 anni,2
201617,TS1E006009,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,TS1E007005,SCUOLA PRIMARIA,1,6 anni,9
201617,TS1E007005,SCUOLA PRIMARIA,2,6 anni,1
201617,TS1E007005,SCUOLA PRIMARIA,2,7 anni,11
201617,TS1E007005,SCUOLA PRIMARIA,3,7 anni,1
201617,TS1E007005,SCUOLA PRIMARIA,3,8 anni,11
201617,TS1E007005,SCUOLA PRIMARIA,4,9 anni,6
201617,TS1E007005,SCUOLA PRIMARIA,5,10 anni,14
201617,TS1E008001,SCUOLA PRIMARIA,1,6 anni,22
201617,TS1E008001,SCUOLA PRIMARIA,2,7 anni,26
201617,TS1E008001,SCUOLA PRIMARIA,3,7 anni,1
201617,TS1E008001,SCUOLA PRIMARIA,3,8 anni,20
201617,TS1E008001,SCUOLA PRIMARIA,4,9 anni,26
201617,TS1E008001,SCUOLA PRIMARIA,5,10 anni,25
201617,TS1E008001,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,1,11 anni,11
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,2,12 anni,11
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,TV1E00100X,SCUOLA PRIMARIA,1,6 anni,15
201617,TV1E00100X,SCUOLA PRIMARIA,2,6 anni,2
201617,TV1E00100X,SCUOLA PRIMARIA,2,7 anni,19
201617,TV1E00100X,SCUOLA PRIMARIA,3,7 anni,2
