ANNOSCOLASTICO, CODICESCUOLA, ORDINESCUOLA, ANNOCORSO, FASCIAETA, ALUNNI
201617,AG1E00500B,SCUOLA PRIMARIA,1,6 anni,2
201617,AG1E00500B,SCUOLA PRIMARIA,1,< di 6 anni,2
201617,AG1E00500B,SCUOLA PRIMARIA,2,6 anni,9
201617,AG1E00500B,SCUOLA PRIMARIA,2,7 anni,7
201617,AG1E00500B,SCUOLA PRIMARIA,3,7 anni,5
201617,AG1E00500B,SCUOLA PRIMARIA,3,8 anni,10
201617,AG1E00500B,SCUOLA PRIMARIA,3,9 anni,1
201617,AG1E00500B,SCUOLA PRIMARIA,4,8 anni,8
201617,AG1E00500B,SCUOLA PRIMARIA,4,9 anni,11
201617,AG1E00500B,SCUOLA PRIMARIA,5,10 anni,7
201617,AG1E00500B,SCUOLA PRIMARIA,5,9 anni,5
201617,AG1E006007,SCUOLA PRIMARIA,1,6 anni,18
201617,AG1E006007,SCUOLA PRIMARIA,1,< di 6 anni,5
201617,AG1E006007,SCUOLA PRIMARIA,2,6 anni,7
201617,AG1E006007,SCUOLA PRIMARIA,2,7 anni,13
201617,AG1E006007,SCUOLA PRIMARIA,3,7 anni,6
201617,AG1E006007,SCUOLA PRIMARIA,3,8 anni,19
201617,AG1E006007,SCUOLA PRIMARIA,4,8 anni,7
201617,AG1E006007,SCUOLA PRIMARIA,4,9 anni,19
201617,AG1E006007,SCUOLA PRIMARIA,5,10 anni,14
201617,AG1E006007,SCUOLA PRIMARIA,5,9 anni,8
201617,AG1EVA500E,SCUOLA PRIMARIA,1,6 anni,11
201617,AG1EVA500E,SCUOLA PRIMARIA,1,< di 6 anni,2
201617,AGPC4A5009,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,3
201617,AGPC4A5009,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,3
201617,AGPC4A5009,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,AGPC4A5009,SCUOLA SECONDARIA II GRADO,5,18 anni,2
201617,AGPC4A5009,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,5,18 anni,6
201617,AGPM00500N,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,12
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,2
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,5,18 anni,2
201617,AGPS02500T,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,3
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,3,16 anni,3
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,5,18 anni,3
201617,AGPSCE5001,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,10
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,4,17 anni,6
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,4,18 anni,5
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,5,18 anni,8
201617,AGPSFG5009,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,3
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,3
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,3,16 anni,5
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,AGPSI1500H,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,7
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,1,15 anni,3
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,1,16 anni,2
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,3
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,3,17 anni,5
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,5,17 anni,2
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,5,18 anni,11
201617,AGPSTP5000,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,5
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,1,14 anni,2
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,3,16 anni,7
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,4,17 anni,5
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,5,18 anni,10
201617,AGSL015004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,1,14 anni,2
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,1,15 anni,4
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,1,18 anni,1
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,5
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,5
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,5,18 anni,4
201617,AGTAN5500G,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,13
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,1,18 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,2
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,2,15 anni,2
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,2,16 anni,4
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,4
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,5,17 anni,2
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,AGTD00500C,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,39
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,2
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,2,18 anni,1
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,3,17 anni,4
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,5,18 anni,7
201617,AGTD02500N,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
201617,AGTD105009,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,AGTD105009,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,AGTD105009,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGTD105009,SCUOLA SECONDARIA II GRADO,5,17 anni,3
201617,AGTD105009,SCUOLA SECONDARIA II GRADO,5,18 anni,10
201617,AGTD105009,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,4
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,3,16 anni,4
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,5,17 anni,4
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,5,18 anni,1
201617,AGTD12500E,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,20
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,1,18 anni,1
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,1
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,2,15 anni,2
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,2,17 anni,3
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,2
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,3,14 anni,1
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,3,18 anni,2
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,4,17 anni,5
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,5,18 anni,4
201617,AGTD2M5007,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,7
201617,AGTD4U500B,SCUOLA SECONDARIA II GRADO,5,18 anni,5
201617,AGTD4U500B,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,16
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,5,18 anni,9
201617,AGTD685001,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,22
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,8
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,2,17 anni,2
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,5
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,6
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,6
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,5,18 anni,7
201617,AGTD96500X,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,33
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,1,14 anni,5
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,1,16 anni,3
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,2,15 anni,2
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,2,16 anni,3
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,5,18 anni,11
201617,AGTDE45003,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,31
201617,AGTL00500V,SCUOLA SECONDARIA II GRADO,1,17 anni,2
201617,AGTL00500V,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,AGTL00500V,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,AGTL00500V,SCUOLA SECONDARIA II GRADO,5,18 anni,3
201617,AGTL00500V,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,9
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,1,14 anni,1
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,1,> di 18 anni,3
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,2,15 anni,2
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,1
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,3,16 anni,2
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,5,18 anni,8
201617,AGTL4P500L,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
201617,AL1E00100P,SCUOLA PRIMARIA,1,6 anni,57
201617,AL1E00100P,SCUOLA PRIMARIA,1,7 anni,2
201617,AL1E00100P,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,AL1E00100P,SCUOLA PRIMARIA,2,7 anni,60
201617,AL1E00100P,SCUOLA PRIMARIA,3,8 anni,55
201617,AL1E00100P,SCUOLA PRIMARIA,3,9 anni,1
201617,AL1E00100P,SCUOLA PRIMARIA,4,10 anni,1
201617,AL1E00100P,SCUOLA PRIMARIA,4,9 anni,54
201617,AL1E00100P,SCUOLA PRIMARIA,5,10 anni,55
201617,AL1E00100P,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,AL1E00300A,SCUOLA PRIMARIA,1,6 anni,13
201617,AL1E00300A,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,AL1E00300A,SCUOLA PRIMARIA,2,6 anni,2
201617,AL1E00300A,SCUOLA PRIMARIA,2,7 anni,14
201617,AL1E00300A,SCUOLA PRIMARIA,3,7 anni,4
201617,AL1E00300A,SCUOLA PRIMARIA,3,8 anni,13
201617,AL1E00300A,SCUOLA PRIMARIA,3,9 anni,1
201617,AL1E00300A,SCUOLA PRIMARIA,4,10 anni,1
201617,AL1E00300A,SCUOLA PRIMARIA,4,9 anni,12
201617,AL1E00300A,SCUOLA PRIMARIA,5,10 anni,16
201617,AL1E00300A,SCUOLA PRIMARIA,5,9 anni,2
201617,AL1E00300A,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,AL1E004006,SCUOLA PRIMARIA,1,6 anni,20
201617,AL1E004006,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,AL1E004006,SCUOLA PRIMARIA,2,6 anni,1
201617,AL1E004006,SCUOLA PRIMARIA,2,7 anni,14
201617,AL1E004006,SCUOLA PRIMARIA,3,7 anni,1
201617,AL1E004006,SCUOLA PRIMARIA,3,8 anni,15
201617,AL1E004006,SCUOLA PRIMARIA,4,8 anni,2
201617,AL1E004006,SCUOLA PRIMARIA,4,9 anni,18
201617,AL1E004006,SCUOLA PRIMARIA,4,> di 10 anni,1
201617,AL1E004006,SCUOLA PRIMARIA,5,10 anni,10
201617,AL1E004006,SCUOLA PRIMARIA,5,9 anni,1
201617,AL1E005002,SCUOLA PRIMARIA,1,6 anni,22
201617,AL1E005002,SCUOLA PRIMARIA,2,6 anni,3
201617,AL1E005002,SCUOLA PRIMARIA,2,7 anni,31
201617,AL1E005002,SCUOLA PRIMARIA,3,8 anni,23
201617,AL1E005002,SCUOLA PRIMARIA,3,9 anni,1
201617,AL1E005002,SCUOLA PRIMARIA,4,10 anni,2
201617,AL1E005002,SCUOLA PRIMARIA,4,8 anni,1
201617,AL1E005002,SCUOLA PRIMARIA,4,9 anni,33
201617,AL1E005002,SCUOLA PRIMARIA,5,10 anni,27
201617,AL1E005002,SCUOLA PRIMARIA,5,9 anni,6
201617,AL1E00600T,SCUOLA PRIMARIA,1,6 anni,26
201617,AL1E00600T,SCUOLA PRIMARIA,2,6 anni,2
201617,AL1E00600T,SCUOLA PRIMARIA,2,7 anni,24
201617,AL1E00600T,SCUOLA PRIMARIA,3,7 anni,3
201617,AL1E00600T,SCUOLA PRIMARIA,3,8 anni,23
201617,AL1E00600T,SCUOLA PRIMARIA,3,9 anni,1
201617,AL1E00600T,SCUOLA PRIMARIA,4,8 anni,4
201617,AL1E00600T,SCUOLA PRIMARIA,4,9 anni,25
201617,AL1E00600T,SCUOLA PRIMARIA,5,10 anni,17
201617,AL1E00600T,SCUOLA PRIMARIA,5,9 anni,1
201617,AL1E00600T,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,AL1E6U500H,SCUOLA PRIMARIA,1,6 anni,8
201617,AL1E6U500H,SCUOLA PRIMARIA,2,7 anni,2
201617,AL1E6U500H,SCUOLA PRIMARIA,3,8 anni,9
201617,AL1E6U500H,SCUOLA PRIMARIA,4,9 anni,5
201617,AL1E6U500H,SCUOLA PRIMARIA,5,10 anni,4
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,1,11 anni,9
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,2,12 anni,10
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,AL1M00400B,SCUOLA SECONDARIA I GRADO,3,13 anni,15
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,1,11 anni,35
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,2,12 anni,38
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,3,13 anni,41
201617,AL1M006003,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,1,11 anni,25
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,3,13 anni,26
201617,AL1M00800P,SCUOLA SECONDARIA I GRADO,1,11 anni,46
201617,AL1M00800P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,AL1M00800P,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,AL1M00800P,SCUOLA SECONDARIA I GRADO,2,12 anni,58
201617,AL1M00800P,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,AL1M00800P,SCUOLA SECONDARIA I GRADO,3,13 anni,56
201617,AL1M00800P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,1,11 anni,9
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,3,13 anni,16
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,1,14 anni,5
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,2,15 anni,10
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,3,16 anni,12
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,4,17 anni,7
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,ALPLVD500U,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,1,14 anni,12
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,2,15 anni,12
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,3,16 anni,7
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,4,17 anni,11
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,5,18 anni,11
201617,ALPM02500D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,ALPMQR5008,SCUOLA SECONDARIA II GRADO,1,14 anni,5
201617,ALPMQR5008,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,1,14 anni,2
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,2,14 anni,3
201617,ALPS005007,SCUOLA SECONDARIA II GRADO,2,15 anni,4
