Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Abruzzo|Teramo|Isola del Gran Sasso d`Italia|067026|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Isola del Gran Sasso|COMUNE|||||||No|42.513302|13.659795|Nuova Costruzione|In approvazione|J77E17000720001|2368264,4000|2368264,4000
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Marche|Macerata|Loro Piceno|043022|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Loro Piceno|COMUNE|||||||No|43.164821|13.415475|Nuova Costruzione|In approvazione|J77E17000510008|1394574,7600|1394574,7600
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Marche|Macerata|Macerata|043023|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Macerata|COMUNE|||||||No|43.287823|13.432219|Nuova Costruzione|In approvazione||7004877,5600|7004877,5600
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Marche|Macerata|Macerata|043023|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Macerata|COMUNE|||||||No|43.28791|13.433207|Nuova Costruzione|In approvazione||7085209,8100|7085209,8100
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Umbria|Perugia|Perugia|054039|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Perugia|COMUNE|||||||No|43.099159|12.386993|Nuova Costruzione|In approvazione|J97E17000130001|4462958,7900|4462958,7900
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Marche|Macerata|San Ginesio|043046|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||San Ginesio|COMUNE|||||||No|43.10722|13.32313|Nuova Costruzione|In approvazione|J47E17000040001|11380152,2100|11380152,2100
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Marche|Macerata|San Severino Marche|043047|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||San Severino Marche|PROVINCIA||||||progetto in verifica ex art. 26 del D.lgs. 18 aprile 2016 n. 50|No|43.227918|13.186022|Nuova Costruzione|In approvazione||11200000,0000|11200000,0000
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Marche|Macerata|Sarnano|043049|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Sarnano|COMUNE|||||||No|43.034198|13.305029|Nuova Costruzione|In approvazione|J77E17000680001|2896499,2200|2896499,2200
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Marche|Macerata|Sarnano|043049|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017 - Donazione chiavi in mano Regione Friuli Venezia Giulia|2017-09-01|||Sarnano|COMUNE||||||Donazione chiavi in mano Regione Friuli Venezia Giulia|No|43.033506|13.297201|Nuova Costruzione|Cantiere aperto||1900000,0000|1900000,0000
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Umbria|Perugia|Spoleto|054051|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Spoleto|COMUNE||||||scuola in progettazione per adeguamento alle richieste del comune su nuova palestra e nuova viabilit? e parcheggi afferenti la nuova scuola|No|42.731268|12.728079|Nuova Costruzione|In approvazione||8253000,0000|8253000,0000
Commissario Straordinario Ricostruzione Sisma 2016 - Ordinanza n. 14 del 31 gennaio 2017|Lazio|Rieti|Amatrice|057002|Ordinanza Commissario Strordinario Ricostruzione Sisma 2016 n. 14 del 16 gennaio 2017|2017-09-01|||Comune|COMUNE||||||Saranno realizzati  una ludoteca. una scuola della prima infanzia.una primaria di 1° grado. un liceo scientifico sportivo internazionale. una palestra. un convitto. I lavori sono stati avviati nel mese di novembre 2017.|No|42.621953|13.306664|Nuova Costruzione|Cantiere aperto|J77B17000120008|9427724,5300|9427724,5300
