Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Penne|068027|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||PROVINCIA DI PESCARA|PROVINCIA|0680270234||PESL011016|LICEO ARTISTICO "MARIO DEI FIORI"||INTERVENTI IN MATERIA DI EDILIZIA SCOLASTICA A SEGUITO DEGLI EVENTI SISMICI 2009 (PIANO SCUOLE D`ABRUZZO -IL FUTURO IN SICUREZZA) LICEO ARTISTICO M. DEI FIORI - PENNE.|No|42.457411|13.922738|Miglioramento sismico|In approvazione|C11E13000260005|850000,0000|430000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Pescara|068028|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||PROVINCIA DI PESCARA|PROVINCIA|||PETD010008|T. ACERBO||INTERVENTI IN MATERIA DI EDILIZIA SCOLASTICA A SEGUITO DEGLI EVENTI SISMICI 2009 (PIANO SCUOLE D`ABRUZZO -IL FUTURO IN SICUREZZA) I.T.C.G. ACERBO - VIA PIZZOFERRATO E VIA MONTE AMARO - PESCARA.|Si|42.472718|14.200365|Miglioramento sismico|Cantiere aperto|C21E13000160004|300000,0000|174000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Pescara|068028|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||PROVINCIA DI PESCARA|PROVINCIA|||PESD02000D|||INTERVENTI IN MATERIA DI EDILIZIA SCOLASTICA A SEGUITO DEGLI EVENTI SISMICI 2009 (PIANO SCUOLE D`ABRUZZO -IL FUTURO IN SICUREZZA) POLO ARTISTICO BELLISARIO-MISTICONI - SEDE DI VIA EINAUDI - PESCARA.|Si|42.446828|14.210751|Ristrutturazione|Cantiere aperto|C21E13000170004|250000,0000|145000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Chieti|Palombaro|069062|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI PALOMBARO|COMUNE|||CHEE80604X|PALOMBARO CAPOLUOGO||Interventi Di Miglioramento Sismico Scuola Elementare|Si|42.123880|14.229558|Miglioramento sismico|Concluso|C21E13000220005|200000,0000|200000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Alanno|068002|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI ALANNO|COMUNE|||PEMM81201G|S.M. "D.TINOZZI" - ALANNO||PLESSO SCOLASTICO D.TINOZZI ALANNO SCALO - INTERVENTI DI MESSA IN SICUREZZA DAL RISCHIO SISMICO DELLE STRUTTURE|Si|42.2949490|13.9717430|Miglioramento sismico|Concluso|C33J13000440001|280000,0000|280000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Picciano|068031|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|2015-07-20|2016-11-25|COMUNE DI PICCIANO|COMUNE|||PEEE05606L|||SISTEMAZIONE SCUOLA ELEMENTARE CAPOLUOGO DANNEGGIATA DAL SISMA DEL 06.04.2009 - DEMOLIZIONE E RICOSTRUZIONE.|Si|42.4761950|13.9900751|Realizzazione di due nuovi edifici|Concluso|C56D09000070001|1500000,0000|1500000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Sante Marie|066089|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI S. MARIE|COMUNE|||AQEE052181|SANTE MARIE CAP.||MESSA IN SICUREZZA DELL`EDIFICIO SCOLASTICO L.RADICE SEDE DELLA SCUOLA ELEMENTARE E DELL`EDIFICIO SCOLASTICO PIO XII SEDE DELLA SCUOLA MATERNA|Si|42.101434|13.203814|Miglioramento sismico|Concluso|C57E13000400001|325000,0000|325000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Penna Sant`Andrea|067033|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI PENNA S. ANDREA|COMUNE||||||SCUOLA MATERNA FRAZIONE VAL VOMANO - PIAZZA BERNINI - FASCIATURE DI ANCORAGGIO PER COLLEGAMENTI PERIMETRALI ANTIRIBALTAMENTO RIPRESA DI PICCOLE LESIONI ECC.|Si|42.593378|13.772585|Ristrutturazione|Concluso|C57H13001290002|120000,0000|120000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Rocca di Botte|066080|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI ROCCA DI BOTTE|COMUNE|||AQEE026115|ROCCA DI BOTTE CAP.||COSTRUZIONE NUOVO PLESSO SCOLASTICO COMUNALE VIA PORTONACCIO|Si|42.0251584|13.0691292|Delocalizzazione edificio scolastico|In approvazione|C59C03000010006|850000,0000|600000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Bisenti|067007|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI BISENTI|COMUNE|||TEMM81501N|||MIGLIORAMENTO SISMICO DEL PLESSO SCOLASTICO DEL CAPOLUOGO DESTINATO A SCUOLA MEDIA|Si|42.5284390|13.8011180|Miglioramento sismico|Concluso|C61B14000190007|313334,0000|213334,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Bisenti|067007|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI BISENTI|COMUNE|||TEEE81502Q|||RIPARAZIONE E RINFORZO LOCALE DEL PLESSO SCOLASTICO DEL CAPOLUOGO DESTINATO A SCUOLA ELEMENTARE|Si|42.5294390|13.8021180|Ristrutturazione|Concluso|C61B14000200001|200000,0000|200000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Popoli|068033|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||PROVINCIA DI PESCARA|PROVINCIA|||PERI00101X|"A.DI SAVOIA"POPOLI||INTERVENTI IN MATERIA DI EDILIZIA SCOLASTICA A SEGUITO DEGLI EVENTI SISMICI 2009 (PIANO SCUOLE D`ABRUZZO -IL FUTURO IN SICUREZZA) IPSIA A. DI SAVOIA - POPOLI.|Si|42.169765|13.830607|Miglioramento sismico|Cantiere aperto|C71E13000160001|900000,0000|900000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Chieti|Sant`Eusanio del Sangro|069085|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI SANT`EUSANIO DEL SANGRO|COMUNE||||||Completamento Nuovo Plesso Scolastico - Scuola Elementare|Si|42.1700185|14.3281481|Delocalizzazione edificio scolastico|Concluso|C79H0900001006|600000,0000|50000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Collarmele|066038|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI COLLARMELE|COMUNE||||||ADEGUAMENTO A SCUOLA MATERNA DI PARTE DELL`EDIFICIO SCOLASTICO IN VIA NAZIONALE|Si|42.0603889|13.6264756|Ristrutturazione|Concluso|C81E15000160005|60000,0000|60000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Colledara|067018|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI COLLEDARA|COMUNE||||||EDILIZIA SCOLASTICA RIPARAZIONE DANNI DA SISMA SCUOLA MEDIA COLLEDARA E SCUOLA MATERNA FRAZIONE ORNANO GRANDE|Si|42.5407346|13.6793792|Miglioramento sismico|In approvazione|C85I15000000001|795000,0000|795000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Ovindoli|066065|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2018-01-04||2018-01-04|COMUNE DI OVINDOLI|COMUNE|||AQEE81302G||||Si|42.1381481|13.5170370|Adeguiamento sismico|Concluso|C87E13000270001|1860569,0000|1860569,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Cugnoli|068017|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI CUGNOLI|COMUNE||||||COSTRUZIONE NUOVO EDIFICIO SCOLASTICO VIA ITALIA.|Si|42.3081296|13.9337777|Sostituzione edificio scolastico|Concluso|C94B13000260001|2100000,0000|2100000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Scafa|068039|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI SCAFA|COMUNE|||PEAA815031|SCAFA-C.U.||DELOCALIZZAZIONE DELLE SCUOLE DELL`INFANZIA DI VIA DELLA RINASCITA E C.DA DECONTRADELLA SCUOLA ELEMENTARE IN C.SO I� MAGGIO|Si|42.2668740|13.9966130|Delocalizzazione edificio scolastico|In approvazione|D41E14000700001|147000,0000|147000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Bolognano|068003|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI BOLOGNANO|COMUNE|||PEAA807032|BOLOGNANO-PIANO D`ORTA||SCUOLA MATERNA VIA DELL`INFANZIA RIPARAZIONE DANNI SISMA 2009|Si|42.2192407|13.9611111|Delocalizzazione edificio scolastico|In approvazione|D41H13000720001|200000,0000|200000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Chieti|Lanciano|069046|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||PROVINCIA DI CHIETI|PROVINCIA||||||Piano Scuole Abruzzo - Il futuro in sicurezza - Provincia di Chieti - Istituto Magistrale De Titta di Lanciano - Intervento indicato al n. 101 dell`allegato al D.C. D. n. 89/2011|Si|42.226461|14.390548|Sostituzione edificio scolastico|In approvazione|D44H13000930001|1653000,0000|1653000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Teramo|067041|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI TERAMO|COMUNE|||TEAA00306D|||MIGLIORAMENTO SISMICO DELLA SCUOLA MATERNA ED ASILO NIDO VIA DIAZ |Si|42.6612690|13.6985307|Adeguiamento sismico|Cantiere aperto|D46J14000040002|232000,0000|232000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Teramo|067041|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI TERAMO|COMUNE||||||MIGLIORAMENTO SISMICO DELLA SCUOLA ELEMENTARE DI VIA TEVERE|Si|42.6613690|13.6986307|Miglioramento sismico|In approvazione|D46J14000050002|232000,0000|232000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Teramo|067041|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI TERAMO|COMUNE||||||MIGLIORAMENTO SISMICO DELLA SCUOLA ELEMENTARE RISORGIMENTO|Si|42.6614690|13.6987307|Miglioramento sismico|In approvazione|D46J14000060002|290000,0000|290000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Scafa|068039|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI SCAFA|COMUNE|||PEEE815014|SCAFA-C.U.||SCUOLA ELEMENTARE A. TONTODONATI - CORSO I� MAGGIO - MESSA IN SICUREZZA DEL PATRIMONIO SCOLASTICO |Si|42.2669740|13.9966130|Adeguiamento sismico|Cantiere aperto|D47E13000460001|593000,0000|593000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Scafa|068039|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2017-11-23|||COMUNE DI SCAFA|COMUNE|||PEMM815013|S.M. M.BUONARROTI - SCAFA||SCUOLA SECONDARIA DI I� GRADO M. BUONARROTI - VIA DELLA STAZIONE - MESSA IN SICUREZZA PATRIMONIO SCOLASTICO |Si|42.2670740|13.9966130|Miglioramento sismico|In approvazione|D47E13000490001|450000,0000|450000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Pettorano sul Gizio|066071|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI PETTORANO SUL GIZIO|COMUNE|||AQEE04706X||||Si|41.9756481|13.9597037|Miglioramento sismico|Concluso|D52I12000190001|440902,0000|440902,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Sulmona|066098|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI SULMONA|COMUNE|||||||Si|42.0468280|13.9256480|Miglioramento sismico|In approvazione|D53B10000420004|2127400,0000|1177400,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Sulmona|066098|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI SULMONA|COMUNE|||AQEE04705V||||Si|42.0469280|13.9257480|Adeguiamento sismico|Cantiere aperto|D53B10000430004|3814330,0000|2864330,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Sulmona|066098|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI SULMONA|COMUNE|||AQMM05400Q||||Si|42.0470280|13.9258480|Miglioramento sismico|Cantiere aperto|D56B14000030005|2905718,0000|2905718,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Sulmona|066098|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI SULMONA|COMUNE|||||||Si|42.0471280|13.9259480|Miglioramento sismico|In approvazione|D56E12000330001|2701000,0000|2551000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Sulmona|066098|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI SULMONA|COMUNE|||||||Si|42.0472280|13.9260480|Ristrutturazione|In approvazione|D57E13000570005|475000,0000|45240,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Barisciano|066009|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI BARISCIANO|COMUNE|||||||Si|42.3254814|13.5934629|Miglioramento sismico|In approvazione|D61F14000010001|554000,0000|454000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Barisciano|066009|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI BARISCIANO|COMUNE|||||||Si|42.3255814|13.5935629|Miglioramento sismico|In approvazione|D61H14000230001|1500000,0000|1500000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Chieti|Chieti|069022|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||PROVINCIA DI CHIETI|PROVINCIA|||||||Si|42.347582|14.164111|Miglioramento sismico|In approvazione|D74H13001450001|2485740,0000|2185740,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Pratola Peligna|066075|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI PRATOLA PELIGNA|COMUNE|||AQAA81701L|SC. INF.  CIRC.NE OCCIDENTALE|||Si|42.0993888|13.8748518|Delocalizzazione edificio scolastico|In approvazione|D96B11000340001|4880000,0000|4880000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Collelongo|066039|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI COLLELONGO|COMUNE|||AQMM831013|CARMINE ANTONIO MANCINI|||Si|41.8865040|13.5844370|Miglioramento sismico|Concluso|D97E13000380001|350000,0000|350000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|L`Aquila|Trasacco|066102|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI TRASACCO|COMUNE|||AQMM831024|MUZIO FEBONIO|||Si|41.9579814|13.5354814|Miglioramento sismico|Concluso|D97E13000400001|1255143,0000|1255143,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Corropoli|067021|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI CORROPOLI|COMUNE|||TEEE813024|CORROPOLI CAPOLUOGO|||Si|42.8304814|13.8329814|Adeguiamento sismico|Concluso|E22J10000010004|550000,0000|550000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Pescara|Farindola|068019|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||COMUNE DI FARINDOLA|COMUNE|||PEMM80902R||||Si|42.4422914|13.8231106|Miglioramento sismico|Concluso|E28F13000090002|200000,0000|200000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Nereto|067031|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||PROVINCIA DI TERAMO|PROVINCIA|||||||Si|42.8200000|13.8170555|Ristrutturazione|In approvazione|E34H14000010001|1308494,0000|1308494,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Nereto|067031|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||PROVINCIA DI TERAMO|PROVINCIA|||||||Si|42.8210000|13.8180555|Ristrutturazione|In approvazione|E34H14000020001|1020000,0000|1020000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Teramo|067041|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||PROVINCIA DI TERAMO|PROVINCIA|||||||Si|42.6612690|13.6985307|Ristrutturazione|In approvazione|E44H14000020001|1250000,0000|1250000,0000
Scuole d'Abruzzo - Il Futuro in Sicurezza - Delibere CIPE 47/2009, 83/2013, 77/2015|Abruzzo|Teramo|Teramo|067041|Ufficio Speciale per la Ricostruzione dei Comuni del Cratere|2016-11-09|||PROVINCIA DI TERAMO|PROVINCIA|||||||Si|42.6613690|13.6986307|Ristrutturazione|In approvazione|E44H14000030001|125688,0000|125688,0000
