Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Settimo Torinese|001265|MIT|2017-09-05|||Settimo Torinese|CITTAMETROPOLITANA||TOIS01900L|TORC01901G|G. FERRARIS|||No|45.140000|7.760894|Messa in sicurezza dell`I.I.S. Ferraris in Via Don Gnocchi, 2/A nel Comune di Settimo Torinese (TO) - Provincia di Torino|Cantiere aperto|J36E10000300004|160000,0000|160000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOMM00400Q|TOMM00400Q|TORINO - ANTONELLI|||No|45.041598|7.645163|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Scuola secondaria di 1� grado Antonelli in Via Lanfranco del Comune di Torino|Cantiere aperto|C16E10001020001|250000,0000|250000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|CITTAMETROPOLITANA||TOVC01000Q|TOVC01000Q|UMBERTO I|||No|45.074833|7.675584|Convitto Nazionale Umberto I nel Comune di Torino - Provveditorato di Torino|Concluso|A00A00000000001|2000000,0000|2000000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC81900C|TOEE81901E|I.C. MANZONI - RAYNERI|||No|45.055434|7.681576|Manutenzione straordinaria Area Est (Circoscrizioni 7, 8 e 1 Crocetta) - Scuola elementare Rayneri di Corso Marconi, 28 del Comune di Torino|Cantiere aperto|C16E10000950001|280000,0000|280000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC8A0002|TOEE8A0014|I.C. - NIGRA TORINO - GAMBARO|||No|45.080677|7.650118|Manutenzione straordinaria interventi urgenti sul patrimonio scolastico - Scuola secondaria di 1� grado succursale Nigra di Corso Svizzera, 51/53 del Comune di Torino|Cantiere aperto|C16E10000310001|850000,0000|850000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOEE01700V|TOEE017032|COSTA - GOZZANO|||No|45.098166|7.654209|Manutenzione straordinaria Area Nord (Circoscrizioni 5 e 6) - Scuola elementare Gozzano succursale Costa di Corso Toscana, 88 del Comune di Torino|Cantiere aperto|C16E10000870001|450000,0000|450000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|CITTAMETROPOLITANA||TORC090001|TORC090001|ALBE STEINER|||No|45.082770|7.683030|Messa in sicurezza dell`I.I.S. A. Steiner in Largo Dora Agrigento, 20/A nel Comune di Torino - Provincia di Torino|In approvazione|J16E10000300001|500000,0000|500000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|CITTAMETROPOLITANA||TOSD02000L|TOSD02000L|A. PASSONI|||No|45.063914|7.693638|Messa in sicurezza dell`Istituto d`Arte Passoni in Via della Rocca, 7 nel Comune di Torino - Provincia di Torino|Concluso|J16E10000380004|250000,0000|250000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|CITTAMETROPOLITANA||TOTL02000C|TOTL02000C|G. GUARINI|||No|45.084548|7.677170|Messa in sicurezza dell`Istituto Tecnico per Geometri Guarino Guarini in Via Salerno, 60 nel Comune di Torino - Provincia di Torino|Cantiere aperto|J16E10000310001|250000,0000|250000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|CITTAMETROPOLITANA||TOTD090008|TOTD090008|ITC G. SOMMEILLER|||No|45.063762|7.663041|Messa in sicurezza dell`Istituto Tecnico Geometri Sommeiller e Liceo Scientifico Ferraris in Corso Duca degli Abruzzi, 20 nel Comune di Torino - Provincia di Torino|In approvazione|J16E10000390004|300000,0000|300000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|CITTAMETROPOLITANA||TOIS046001|TOTF04601D|L. CASALE|||No|45.084357|7.677987|Messa in sicurezza dell`I.T.I.S. Casale in Via Rovigo, 19 nel Comune di Torino - Provincia di Torino|Cantiere aperto|J16E10000410001|100000,0000|100000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOEE02700D|TOAA02702A|FRANK -"PERRAULT"|||No|45.101541|7.692070|Manutenzione straordinaria Area Nord (Circoscrizioni 5 e 6) - Scuola dell`infanzia Perault in Via Boccherini, 43 del Comune di Torino|Cantiere aperto|C16E10000850001|350000,0000|350000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC82000L|TOMM82001N|I.C. SALVEMINI - COLOMBO - TO|||No|45.019446|7.615296|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Scuola secondaria di 1� grado Colombo in Piazzetta Jona, 5 del Comune di Torino|Cantiere aperto|C16E10001080001|200000,0000|200000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|CITTAMETROPOLITANA||TOSL01000C|TOSL01000C|LICEO ARTISTICO PRIMO|||No|45.077411|7.717329|Messa in sicurezza dell`Istituto Primo Liceo Artistico in Via Carcano, 31 nel Comune di Torino - Provincia di Torino|Cantiere aperto|J16E10000400004|550000,0000|550000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOEE04700P|TOEE047061|PACCHIOTTI - RICARDI DI NETRO|||No|45.070656|7.670531|Manutenzione straordinaria Area Ovest (Circoscrizioni 3, 4 e 1 centro) - Scuola elementare Ricardi di Netro in Via Valfr�, 8 del Comune di Torino|Cantiere aperto|C16E10000960001|350000,0000|350000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC81800L|TOEE81804T|I.C.OLIVETTI TORINO VITT.AMEDEO|||No|45.078355|7.737682|Manutenzione straordinaria Area Est (Circoscrizioni 7, 8 e 1 Crocetta) - Scuola elementare Gozzi succursale di strada Mongreno, 53 del Comune di Torino|Cantiere aperto|C16E10000930001|260000,0000|260000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC80500E|TOEE80501L|I.C. CENA - TORINO|||No|45.099626|7.726863|Manutenzione straordinaria Area Nord (Circoscrizioni 5 e 6) - Scuola elementare Cena in Strada San Mauro, 32 del Comune di Torino|Cantiere aperto|C16E10000890001|200000,0000|200000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOEE01100X|TOEE011011|CASALEGNO|||No|45.040943|7.641819|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Scuola elementare Casalegno in Via Acciarini, 20 del Comune di Torino|Cantiere aperto|C16E10001040001|350000,0000|350000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC8BD00X|TOEE8BD023|I.C. ILARIA ALPI - DELEDDA|||No|45.083852|7.697958|Manutenzione straordinaria Area Nord (Circoscrizioni 5 e 6) - Scuola elementare Deledda in Via Bologna, 77 del Comune di Torino|Cantiere aperto|C16E10000900001|200000,0000|200000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC87600L|TOEE87601P|I.C. VIA RICASOLI - FONTANA|||No|45.070408|7.698919|Manutenzione straordinaria Area Est (Circoscrizioni 7, 8 e 1 Crocetta) - Scuola elementare Fontana in Via Buniva, 19 del Comune di Torino|Cantiere aperto|C16E10000920001|250000,0000|250000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC88300Q|TOEE88301T|I.C. PALMIERI - ALFIERI|||No|45.072456|7.658715|Manutenzione straordinaria Area Ovest (Circoscrizioni 3, 4 e 1 centro) - Scuola dell`infanzia in Via Collegno, 73 del Comune di Torino|Cantiere aperto|C16E10000970001|245000,0000|245000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOMM079005|TOMM079005|TO -UMBERTO I (CONVITTO NAZ.LE)|||No|45.076837|7.671870|Manutenzione straordinaria Area Ovest (Circoscrizioni 3, 4 e 1 centro) - Scuola elementare Pacchiotti in Via del Carmine, 27 del Comune di Torino|Cantiere aperto|C16E10000980001|475000,0000|475000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC810002|TOMM810013|I.C. D.M.TUROLDO - TORINO|||No|45.101425|7.633137|Manutenzione straordinaria Area Nord (Circoscrizioni 5 e 6) - Scuola secondaria di 1� grado Turoldo di Via delle Magnolie, 9 del Comune di Torino|Cantiere aperto|C16E10000880001|500000,0000|500000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOEE06400C|TOAA064018|TOSCANINI - "ROUSSEAU"|||No|45.067417|7.634168|Manutenzione straordinaria Area Ovest (Circoscrizioni 3, 4 e 1 centro) - Scuola dell`infanzia Toscanini in Via Delleani, 25 del Comune di Torino|Cantiere aperto|C16E10001000001|450000,0000|450000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC87700C|TOEE87701E|I.C. REGIO PARCO- LESSONA|||No|45.075856|7.689199|Manutenzione straordinaria Area Est (Circoscrizioni 7, 8 e 1 Crocetta) - Scuola elementare Regio Parco succursale di Via Fiocchetto, 29 del Comune di Torino|Cantiere aperto|C16E10000910001|450000,0000|450000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE|||||||No|45.022806|7.655154|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Scuola elementare succursale Dogliotti in Via Flecchia, 8 del Comune di Torino|Cantiere aperto|C16E10001070001|250000,0000|250000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC81700R|TOEE81702X|I.C. PACINOTTI - DE FILIPPO|||No|45.085636|7.661055|Manutenzione straordinaria Area Ovest (Circoscrizioni 3, 4 e 1 centro) - Scuola elementare De Filippo in Via Fossano, 16 del Comune di Torino|Cantiere aperto|C16E10001010001|450000,0000|450000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC881004|TOEE881016|I.C. "S. PERTINI"  - D. ABRUZZI|||No|45.036482|7.654209|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Scuola elementare Duca degli Abruzzi in Via Montevideo, 11 del Comune di Torino|Cantiere aperto|C16E10001030001|380000,0000|380000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE|||||||No|45.023041|7.654186|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Scuola secondaria di 1� grado succursale Vico in Via Palma di Cesnola, 29 del Comune di Torino|Cantiere aperto|C16E10001060001|250000,0000|250000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOMM28400A|TOMM28400A|TORINO - VIA REVEL|||No|45.069067|7.669986|Manutenzione straordinaria Area Ovest (Circoscrizioni 3, 4 e 1 centro) - Scuola secondaria di 1� grado Meucci in Via Ottavio Revel, 8 del Comune di Torino|Cantiere aperto|C16E10000990001|550000,0000|550000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOMM257002|TOMM257002|TORINO- NORBERTO BOBBIO|||No|45.094572|7.699582|Manutenzione straordinaria Area Nord (Circoscrizioni 5 e 6) - Scuola secondaria di 1� grado Bobbio in Via Santhi�, 76 del Comune di Torino|Cantiere aperto|C16E10000860001|125000,0000|125000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOEE01800P|TOEE01801Q|D`AZEGLIO|||No|45.062636|7.701415|Manutenzione straordinaria Area Est (Circoscrizioni 7, 8 e 1 Crocetta) - Scuola elementare D`Azeglio di Via Santorre di Santarosa, 11 del Comune di Torino|Cantiere aperto|C16E10000940001|550000,0000|550000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC866002|TOEE866025|IC CAIROLI - CAIROLI|||No|45.016313|7.656272|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Complesso scolastico Cairoli in Via Torrazza di Piemonte, 10 del Comune di Torino|Cantiere aperto|C16E10001090001|200000,0000|200000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Torino|001272|MIT|2017-09-05|||Torino|COMUNE||TOIC8A200N|TOEE8A201Q|I.C.  TO PEYRON - RE UMBERTO|||No|45.025544|7.668209|Manutenzione straordinaria Area Sud (Circoscrizioni 2, 9 e 10) - Scuola elementare succursale Re Umberto I in Via Ventimiglia, 128 del Comune di Torino|Cantiere aperto|C16E10001050001|150000,0000|150000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Valgioie|001285|MIT|2017-09-05|||Valgioie|COMUNE||TOIC87000N|TOEE87002R|IC GIAVENO GONIN VALGIOIE|||No|45.075903|7.339941|Lavori di manutenzione finalizzati alla messa in sicurezza della scuola primaria Ruffinatto nel Comune di Valgioie (TO)|Concluso|E53B10000210001|50000,0000|50000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Verolengo|001293|MIT|2017-09-05|||Verolengo|COMUNE||TOIC85400Q|TOEE85403X|I.C. VEROLENGO - CAP.|||No|45.190824|7.966945|Messa in sicurezza della scuola dell`infanzia e primaria in Via Thaon de Revel nel Comune di Verolengo (TO)|Concluso|C48C10000080001|300000,0000|300000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Torino|Verrua Savoia|001294|MIT|2017-09-05|||Verrua Savoia|COMUNE||TOIC86300E|TOEE86305R|I.C. BRUSASCO -  VERRUA SAVOIA|||No|45.153139|8.094455|Messa in sicurezza edificio della scuola dell`infanzia e primaria in frazione Ronzo del Comune di Verrua Savoia (TO)|Concluso|D56E10000970001|200000,0000|200000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Vercelli|Alice Castello|002004|MIT|2017-09-05|||Alice Castello|COMUNE||VCIC80600D|VCEE80603N|ALICE CASTELLO "G. BALLARIO"|||No|45.366204|8.073709|Messa in sicurezza edificio scuole elementari G. Ballario nel Comune di Alice Castello (VC)|Cantiere aperto|D56E10000990001|200000,0000|200000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Vercelli|Crescentino|002049|MIT|2017-09-05|||Crescentino|PROVINCIA||VCIS012001|VCTD012017|PIERO CALAMANDREI|||No|45.191987|8.099966|Lavori di messa in sicurezza a seguio verifica di vulnerabilit� degli elementi anche non strutturali di serramenti e vetri insicuri all`Istituto Superiore Calamandrei in Piazza Marconi nel Comune di Crescentino (VC) - Provincia di Vercelli|Concluso|D56E10001080001|150000,0000|150000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Vercelli|Crescentino|002049|MIT|2017-09-05|||Crescentino|COMUNE||VCIC807009|VCEE80701B|CRESCENTINO SERRA|||No|45.191703|8.105608|Messa in sicurezza della Scuola primaria in Via Roma, 109 nel Comune di Crescentino (VC)|Cantiere aperto|G56E10000280001|500000,0000|500000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Vercelli|Gattinara|002061|MIT|2017-09-05|||Gattinara|COMUNE||VCIC815008|VCMM815019|SCUOLA SECONDARIA  DI GATTINARA|||No|45.616497|8.368659|Messa in sicurezza dell`edificio scolastico in Via San Rocco, 1 nel Comune di Gattinara (VC)|Cantiere aperto|H86E10000330001|240000,0000|240000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Vercelli|Varallo|002156|MIT|2017-09-05|||Varallo|PROVINCIA||VCIS00700D|VCPC00701R|D`ADDA|||No|45.815699|8.248515|Lavori di messa in sicurezza degli elementi anche non strutturali del` Istituto Superiore D`Adda in Via Mario Tancredi Rossi nel Comune di Varallo (VC) - Provincia di Vercelli|Concluso|D46E10000320001|120000,0000|120000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Vercelli|Vercelli|002158|MIT|2017-09-05|||Vercelli|PROVINCIA||VCIS00100E|VCPC00101T|L. LAGRANGIA|||No|45.324133|8.430672|Lavori di messa in sicurezza a seguito verifica di vulnerabilit� degli elementi anche non strutturali del Liceo Scientifico A. Avogadro in Corso Palestro, 29 nel Comune di Vercelli (VC) - Provincia di Vercelli|Concluso|D66E10000690001|200000,0000|200000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Novara|Borgomanero|003024|MIT|2017-09-05|||Borgomanero|PROVINCIA||NOPS04000X|NOPS04000X|G.GALILEI|||No|45.443521|8.627892|Interventi di messa in sicurezza delle controsoffittature con le relative componenti edilizie occulte presso gli edifici scolastici: istituto magistrale Bellini in Via Baluoardo Lamarmora, 10 nel Comune di Novara, istituto tecnico Leonardo da Vinci e|Cantiere aperto|D16E10000610001|900000,0000|900000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Novara|Castelletto sopra Ticino|003043|MIT|2017-09-05|||Castelletto sopra Ticino|COMUNE||NOEE021003|NOAA02101V| IL GIROTONDO -FRAZ. BRABBIA-|||No|45.710667|8.631459|Messa in sicurezza scuola materna Il Girotondo in Via Baraggia, 47 nel Comune di Castelletto Sopra Ticino (NO)|Concluso|E13B10000120005|100000,0000|100000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Cuneo|Margarita|004118|MIT|2017-09-05|||Margarita|COMUNE||CNIC80200E|CNEE80203P|MARGARITA-CAPOLUOGO|||No|44.402587|7.682734|Interventi urgenti finalizzati alla prevenzione e riduzione del rischio connesso alla vulnerabilit� degli elementi anche non strutturali della scuola elementare in Piazza Marconi, 3 nel Comune di Margarita (CN)|Concluso|F68G10000290005|175000,0000|175000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Cuneo|Mondovì|004130|MIT|2017-09-05|||Mondov�|PROVINCIA||CNPS07000P|CNPS07000P|LICEO   VASCO-BECCARIA-GOVONE |||No|44.391056|7.827234|Messa in sicurezza, prevenzione e riduzione del rischio connesso alla vulnerabilit� degli elementi anche non strutturali sul fabbricato di Piazza IV Novembre, 4 nel Comune di Mondov� (CN) sede del Liceo Scientifico G. Vasco - Provincia di Cuneo|Cantiere aperto|I96E10000410001|300000,0000|300000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Cuneo|Mondovì|004130|MIT|2017-09-05|||Mondov�|PROVINCIA||CNPS07000P|CNPS07000P|LICEO   VASCO-BECCARIA-GOVONE |||No|44.389306|7.827855|Messa in sicurezza, prevenzione e riduzione del rischio connesso alla vulnerabilit� degli elementi anche non strutturali sul fabbricato di Via delle Scuole, 23 nel Comune di Mondov� (CN) succursale del Liceo Scientifico G. Vasco - Provincia di Cuneo|Cantiere aperto|I96E10000390001|275000,0000|275000,0000
Messa in sicurezza elementi non strutturali - Delibere CIPE 32/2010 e 6/2012|Piemonte|Cuneo|Mondovì|004130|MIT|2017-09-05|||Mondov�|PROVINCIA||CNPS07000P|CNPS07000P|LICEO   VASCO-BECCARIA-GOVONE |||No|44.389404|7.827725|Messa in sicurezza, prevenzione e riduzione del rischio connesso alla vulnerabilit� degli elementi anche non strutturali sul fabbricato di Via delle Scuole, 23 nel Comune di Mondov� (CN) sede del Liceo delle Scienze Sociali Rosa Govone - Provincia d|Cantiere aperto|I96E10000380001|200000,0000|200000,0000
