ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPERFICIEAREATOTALE, SPERFICIEAREALIBERA, VOLUME
201516,AGTD02101B,0840330699,"7.490,00","4.838,00","2.754,00"
201516,AGTD02101B,0840330700,"7.490,00","4.838,00","2.553,00"
201516,AGTD02151R,0840330696,"7.490,00","4.838,00","5.140,00"
201516,AGTD02151R,0840330697,"7.490,00","4.838,00","2.703,00"
201516,AGTD02151R,0840330698,"7.490,00","4.838,00","2.003,00"
201516,AGTD02151R,0840330699,"7.490,00","4.838,00","2.754,00"
201516,AGTD02151R,0840330700,"7.490,00","4.838,00","2.553,00"
201516,AGTD09000R,0840011406,"16.000,00","12.600,00","23.500,00"
201516,AGTD09000R,0840011407,"16.000,00","12.600,00","6.050,00"
201516,AGTD09001T,0840281681,"9.170,00","7.140,00","6.160,00"
201516,AGTD09001T,0840281686,"9.170,00","7.140,00","13.041,00"
201516,AGTD090506,0840281686,"9.170,00","7.140,00","13.041,00"
201516,AGTF02201D,0840271380,-,-,-
201516,AGTF023019,0840281681,"9.170,00","7.140,00","6.160,00"
201516,AGTF023019,0840281686,"9.170,00","7.140,00","13.041,00"
201516,AGTF024015,0840031391,-,-,-
201516,AGTL011017,0840211783,"16.900,00","11.000,00","54.000,00"
201516,AGTL01401P,0840010547,"33.238,00","22.756,00","55.809,00"
201516,AGTL01401P,0840010667,"33.238,00","22.756,00","12.034,00"
201516,AGVC05000P,0840411781,"1.280,00","1.010,00","2.160,00"
201516,ALAA007017,0060030019,"7.324,00","5.399,00","12.252,00"
201516,ALAA036039,0060510002,"800,00","240,00","1.365,00"
201516,ALAA03607D,0061770009,"5.563,00","672,00",-
201516,ALAA03608E,0061540002,-,-,"4.585,00"
201516,ALAA037013,0060130001,"2.050,00","1.234,00","2.990,00"
201516,ALAA037024,0061770002,"4.354,00","2.868,00","5.500,00"
201516,ALAA037035,0061770005,"14.097,00","11.854,00","9.000,00"
201516,ALAA037046,0061280002,"180,00","100,00","554,00"
201516,ALAA80601A,0060220001,"1.600,00","1.000,00","1.800,00"
201516,ALAA80602B,0061900001,"725,00","255,00","5.900,00"
201516,ALAA80603C,0060290002,"2.360,00","1.968,00","1.834,00"
201516,ALAA807016,0061600003,"1.500,00",-,"4.100,00"
201516,ALAA807027,0061670002,"396,00","250,00","945,00"
201516,ALAA808012,0061690001,"2.040,00","1.720,00","3.200,00"
201516,ALAA808023,0060950001,"3.490,00","1.950,00","7.300,00"
201516,ALAA808034,0060440001,"1.650,00","1.200,00","1.900,00"
201516,ALAA808045,0060490002,"540,00","380,00","1.050,00"
201516,ALAA808056,0060630001,"540,00","235,00","1.512,00"
201516,ALAA808067,0061470001,"754,00","390,00","2.844,00"
201516,ALAA808078,0061620002,"4.850,00","4.272,00","8.332,00"
201516,ALAA80901T,0061440002,"390,00","230,00","1.450,00"
201516,ALAA80902V,0060430002,"620,00","400,00","2.250,00"
201516,ALAA80903X,0061680002,"658,00",-,"2.474,00"
201516,ALAA810012,0060170001,-,-,"2.250,00"
201516,ALAA810023,0061060001,"900,00","600,00","1.786,00"
201516,ALAA810045,0061650002,"1.310,00","581,00","6.230,00"
201516,ALAA810056,0060920001,"2.870,00",-,"2.265,00"
201516,ALAA810067,0060360001,"526,00","85,00","750,00"
201516,ALAA81101T,0060590001,"2.104,00","1.638,00","2.244,00"
201516,ALAA81102V,0061130004,"2.095,00","1.560,00","4.295,00"
201516,ALAA81103X,0060770001,"5.020,00","200,00","3.868,00"
201516,ALAA811041,0061330001,"1.215,00","882,00","1.097,00"
201516,ALAA81201N,0061810003,"2.800,00","2.065,00","2.205,00"
201516,ALAA81203Q,0060830002,"274,00",-,"1.041,00"
201516,ALAA81204R,0061550001,"2.300,00",-,"6.398,00"
201516,ALAA81205T,0060790001,"1.040,00","800,00","720,00"
201516,ALAA81301D,0060090002,"4.021,00","2.160,00","16.854,00"
201516,ALAA81302E,0061480001,"3.460,00","2.275,00","6.880,00"
201516,ALAA81303G,0060180002,"625,00","440,00","858,00"
201516,ALAA815015,0060780001,"670,00","370,00","1.314,00"
201516,ALAA815026,0060030033,"760,00","530,00","2.014,00"
201516,ALAA815037,0060030021,"6.597,00","4.570,00","18.390,00"
201516,ALAA815048,0060030018,"7.785,00","5.055,00","19.090,00"
201516,ALAA816011,0060470003,"2.000,00","1.330,00","2.100,00"
201516,ALAA816022,0060150001,"2.700,00","2.501,00","617,00"
201516,ALAA816033,0060210002,"350,00",-,"4.900,00"
201516,ALAA816044,0061400004,"1.000,00","650,00","1.400,00"
201516,ALAA816055,0061610001,"2.736,00",-,"5.500,00"
201516,ALAA816066,0060750002,"3.750,00","2.865,00","1.925,00"
201516,ALAA81701R,0060030042,"4.029,00","2.878,00","9.500,00"
201516,ALAA81702T,0060030038,"1.920,00","1.602,00","1.800,00"
201516,ALAA81703V,0060030026,"2.143,00","1.373,00","6.794,00"
201516,ALAA81801L,0060680003,"1.450,00","950,00","1.574,00"
201516,ALAA81802N,0060760002,"2.299,00","1.636,00","2.367,00"
201516,ALAA81803P,0060910001,"759,00","141,00","2.063,00"
201516,ALAA81804Q,0061630002,"600,00","310,00","1.960,00"
201516,ALAA81805R,0061410001,"1.400,00","1.000,00","3.360,00"
201516,ALAA81806T,0061420001,"1.166,00","574,00","5.958,00"
201516,ALAA81901C,0060530001,"3.515,00","1.485,00","22.360,00"
201516,ALAA81902D,0061510003,"861,00",-,"7.017,00"
201516,ALAA81903E,0060960002,"861,00","360,00",-
201516,ALAA81904G,0060060001,"798,00","579,00","1.974,00"
201516,ALAA81905L,0060870001,"1.090,00","824,00","903,00"
201516,ALAA81906N,0061320001,"4.800,00","3.380,00","5.500,00"
201516,ALAA82102D,0061210009,"927,00","277,00","2.000,00"
201516,ALAA82103E,0061210001,"5.750,00","4.345,00","7.365,00"
201516,ALAA822018,0061730003,"2.500,00",-,"1.800,00"
201516,ALAA822029,0060200001,"4.650,00","3.793,00","5.143,00"
201516,ALAA822029,0060200002,"4.650,00","3.793,00","830,00"
201516,ALAA82203A,0061780002,"1.360,00","835,00","1.650,00"
201516,ALAA82204B,0060730001,"1.010,00","738,00","1.870,00"
201516,ALAA82205C,0060820002,-,"500,00","1.620,00"
201516,ALAA82207E,0060940002,"1.260,00","900,00","1.300,00"
201516,ALAA82208G,0060610001,"7.167,00","5.200,00","5.716,00"
201516,ALAA823025,0061710001,"1.892,00","900,00","10.000,00"
201516,ALAA823036,0060070001,"660,00","243,00","1.200,00"
201516,ALAA823058,0061200001,"1.350,00","900,00","1.650,00"
201516,ALAA82307A,0061230002,"1.745,00","1.388,00","2.171,00"
201516,ALAA82308B,0060560001,"282,00","1.540,00","1.693,00"
201516,ALAA82309C,0061530001,"2.220,00","1.555,00","3.000,00"
201516,ALAA82310E,0061590001,"540,00","233,00","2.268,00"
201516,ALAA82401X,0060390029,"5.411,00","3.672,00","16.860,00"
201516,ALAA824021,0061850003,"1.100,00","727,00","1.790,00"
201516,ALAA824032,0060390028,"3.322,00","1.866,00","11.853,00"
201516,ALAA824043,0060110001,"1.380,00","1.005,00","2.560,00"
201516,ALAA824054,0061090002,"739,00","209,00","2.330,00"
201516,ALAA82501Q,0060030032,"15.480,00","13.120,00","13.775,00"
201516,ALAA82502R,0060030031,"3.020,00","1.072,00","17.310,00"
201516,ALAA82601G,0060030028,"6.720,00","2.965,00","27.272,00"
201516,ALAA82701B,0060030030,"2.816,00","1.706,00","5.161,00"
201516,ALAA82702C,0060030039,"4.995,00","1.064,00","21.589,00"
201516,ALAA828017,0060030011,"1.909,00","1.542,00","1.083,00"
201516,ALAA828028,0060030015,"2.240,00","1.570,00","3.603,00"
201516,ALAA828039,0060030034,"890,00","680,00","1.605,00"
201516,ALAA829013,0061140007,"3.321,00","2.114,00","3.990,00"
201516,ALAA830017,0061140015,"2.900,00","2.180,00","2.526,00"
201516,ALAA830028,0061140016,"2.837,00",-,"2.500,00"
201516,ALAA83004A,0060740001,"2.000,00","1.740,00","2.210,00"
201516,ALAA83005B,0061270002,"5.097,00","4.598,00","3.767,00"
201516,ALAA831013,0061140014,"12.500,00","9.650,00","12.000,00"
201516,ALAA831024,0061140006,"3.338,00","2.647,00","2.764,00"
201516,ALAA831035,0061140013,"9.248,00",-,"1.357,00"
201516,ALAA831046,0061380002,"1.021,00","445,00","2.800,00"
201516,ALAA831046,0061380004,"1.021,00","445,00","1.500,00"
201516,ALAA83201V,0060390004,"4.643,00","2.622,00","26.445,00"
201516,ALAA83201V,0060390027,-,-,"927,00"
201516,ALAA83202X,0060390013,"2.197,00","1.857,00","1.786,00"
201516,ALAA832031,0060390030,"8.500,00","6.869,00","6.309,00"
201516,ALAA83301P,0060390003,"7.689,00","6.315,00","12.798,00"
201516,ALAA83301P,0060390011,"5.735,00","3.435,00","4.536,00"
201516,ALAA83302Q,0060390031,"1.690,00","1.317,00","1.791,00"
201516,ALAA83303R,0060390026,"2.045,00","1.313,00","2.720,00"
201516,ALAA83304T,0060390006,-,-,"1.570,00"
201516,ALAA83401E,0061740008,"3.200,00","2.171,00","5.635,00"
201516,ALAA83402G,0061740007,"3.772,00","3.000,00","4.560,00"
201516,ALAA83403L,0060300002,"1.995,00","1.600,00","992,00"
201516,ALAA83404N,0061740009,"3.343,00","2.709,00","2.302,00"
201516,ALAA83501A,0061740010,"6.388,00","4.868,00","5.893,00"
201516,ALAA83502B,0061830002,"650,00","500,00","900,00"
201516,ALAA83503C,0061580001,"1.100,00","940,00","1.552,00"
201516,ALAA836016,0060010002,"4.195,00","3.430,00","2.320,00"
201516,ALAA836027,0060010001,"3.091,00","2.383,00","4.377,00"
201516,ALAA837012,0060010003,"4.757,00","3.489,00","3.315,00"
201516,ALAA837012,0060010017,"1.586,00","155,00","7.501,00"
201516,ALAA837023,0061120001,"600,00","165,00","5.220,00"
201516,ALEE00701C,0060030019,"7.324,00","5.399,00","12.252,00"
201516,ALEE00702D,0060030020,"2.925,00","1.592,00","8.510,00"
201516,ALEE03601C,0061540002,-,-,"4.585,00"
201516,ALEE03601C,0061540003,"3.520,00","2.248,00","7.530,00"
201516,ALEE03602D,0060510003,"800,00","190,00","1.350,00"
201516,ALEE03603E,0061770009,"5.563,00","672,00",-
201516,ALEE037018,0060130002,"990,00","200,00","3.130,00"
201516,ALEE03703A,0061280001,"500,00","225,00","3.500,00"
201516,ALEE03704B,0061770010,"12.862,00","10.566,00","3.369,00"
201516,ALEE03704B,0061770011,-,-,"4.921,00"
201516,ALEE03704B,0061770012,-,-,"4.921,00"
201516,ALEE03704B,0061770013,-,-,"4.588,00"
201516,ALEE80601G,0060290001,"3.430,00","2.680,00","6.300,00"
201516,ALEE80602L,0061700002,"610,00",-,"1.980,00"
201516,ALEE80603N,0060220001,"1.600,00","1.000,00","1.800,00"
201516,ALEE80604P,0061900001,"725,00","255,00","5.900,00"
201516,ALEE80606R,0060810002,"535,00",-,"8.464,00"
201516,ALEE80607T,0060350002,"950,00","665,00","950,00"
201516,ALEE80608V,0060700001,"1.770,00","1.500,00","630,00"
201516,ALEE80609X,0061520001,"1.400,00","1.000,00","3.200,00"
201516,ALEE80701B,0061600002,"10.000,00","5.000,00","15.000,00"
201516,ALEE80702C,0060420002,"4.394,00","2.174,00","9.825,00"
201516,ALEE80703D,0061670001,"1.250,00","820,00","6.020,00"
201516,ALEE808017,0060440001,"1.650,00","1.200,00","1.900,00"
201516,ALEE808028,0060950001,"3.490,00","1.950,00","7.300,00"
201516,ALEE808039,0061110001,"2.460,00","1.600,00","2.320,00"
201516,ALEE80804A,0061690001,"2.040,00","1.720,00","3.200,00"
201516,ALEE80806C,0060490001,-,-,"4.623,00"
201516,ALEE80807D,0060630001,"540,00","235,00","1.512,00"
201516,ALEE80808E,0061470001,"754,00","390,00","2.844,00"
201516,ALEE80809G,0061620002,"4.850,00","4.272,00","8.332,00"
201516,ALEE809013,0061440001,"830,00","230,00","4.500,00"
201516,ALEE809024,0060430001,"1.550,00","1.350,00","6.530,00"
201516,ALEE809024,0060430003,"2.350,00","1.350,00","6.530,00"
201516,ALEE809035,0061680001,"439,00","106,00","1.756,00"
201516,ALEE809046,0060330001,"825,00","640,00","2.400,00"
201516,ALEE810017,0060170002,-,-,"2.250,00"
201516,ALEE810028,0060920001,"2.870,00",-,"2.265,00"
201516,ALEE810039,0061060001,"900,00","600,00","1.786,00"
201516,ALEE81004A,0061650001,"352,00",-,"3.270,00"
201516,ALEE81005B,0060360001,"526,00","85,00","750,00"
201516,ALEE811013,0060590004,"1.050,00","722,00","2.403,00"
201516,ALEE811024,0060770001,"5.020,00","200,00","3.868,00"
201516,ALEE811035,0060970001,"600,00","340,00","1.500,00"
201516,ALEE811046,0061130003,"6.690,00","5.165,00","6.185,00"
201516,ALEE811057,0060040001,"140,00",-,"1.200,00"
201516,ALEE811068,0061330002,"3.797,00","2.998,00","7.295,00"
201516,ALEE81202X,0061810002,"1.600,00","500,00","2.550,00"
201516,ALEE812042,0061550001,"2.300,00",-,"6.398,00"
201516,ALEE812053,0061880002,"850,00",-,"4.870,00"
201516,ALEE812064,0060790002,"2.000,00","1.230,00","2.553,00"
201516,ALEE812064,0060790003,"2.000,00","1.230,00","2.100,00"
201516,ALEE81301P,0060090002,"4.021,00","2.160,00","16.854,00"
201516,ALEE81302Q,0060850001,"148,00","63,00","501,00"
201516,ALEE81303R,0061480001,"3.460,00","2.275,00","6.880,00"
201516,ALEE81304T,0060180003,"5.600,00","4.290,00","3.930,00"
201516,ALEE81305V,0061800001,"2.965,00","1.783,00","17.450,00"
201516,ALEE81501A,0060030018,"7.785,00","5.055,00","19.090,00"
201516,ALEE81502B,0060030021,"6.597,00","4.570,00","18.390,00"
201516,ALEE81503C,0060190001,"1.300,00","750,00","2.695,00"
201516,ALEE816016,0060470003,"2.000,00","1.330,00","2.100,00"
201516,ALEE816027,0061610001,"2.736,00",-,"5.500,00"
201516,ALEE816038,0060150002,"300,00",-,"1.138,00"
201516,ALEE816049,0060210002,"350,00",-,"4.900,00"
201516,ALEE81605A,0061400002,"1.560,00","825,00","7.036,00"
201516,ALEE81605A,0061400003,"3.080,00",-,"1.480,00"
201516,ALEE81606B,0060750001,"3.750,00","2.865,00","2.916,00"
201516,ALEE817012,0060030035,"3.000,00","985,00","9.667,00"
201516,ALEE817023,0060030036,"2.290,00","2.035,00","2.250,00"
201516,ALEE817034,0060030043,"1.893,00","1.518,00","3.549,00"
201516,ALEE817045,0060030042,"4.029,00","2.878,00","9.500,00"
201516,ALEE817056,0060030037,"3.550,00","2.615,00","9.010,00"
201516,ALEE817067,0060030026,"2.143,00","1.373,00","6.794,00"
201516,ALEE81801T,0060680002,"500,00","175,00","3.350,00"
201516,ALEE81801T,0060680003,"1.450,00","950,00","1.574,00"
201516,ALEE81802V,0060760001,"699,00","339,00","4.905,00"
201516,ALEE81803X,0060910002,"403,00",-,"2.626,00"
201516,ALEE818041,0061220002,"470,00",-,"435,00"
201516,ALEE818052,0061410001,"1.400,00","1.000,00","3.360,00"
201516,ALEE818063,0061420001,"1.166,00","574,00","5.958,00"
201516,ALEE818074,0061630001,"1.642,00","304,00","8.100,00"
201516,ALEE81901N,0060530001,"3.515,00","1.485,00","22.360,00"
201516,ALEE81901N,0060530004,-,-,"2.172,00"
201516,ALEE81902P,0060060003,"604,00","357,00","1.998,00"
201516,ALEE81903Q,0060960001,-,-,"1.189,00"
201516,ALEE81904R,0060870002,"1.053,00","400,00","784,00"
201516,ALEE81905T,0061510001,"2.497,00","1.343,00","17.479,00"
201516,ALEE81905T,0061510002,-,"1.494,00","13.147,00"
201516,ALEE81906V,0061320001,"4.800,00","3.380,00","5.500,00"
201516,ALEE82101N,0061210008,"4.370,00","2.952,00","18.515,00"
201516,ALEE82103Q,0061210001,"5.750,00","4.345,00","7.365,00"
201516,ALEE82201D,0061730001,"5.000,00",-,"2.200,00"
201516,ALEE82202E,0060200001,"4.650,00","3.793,00","5.143,00"
201516,ALEE82202E,0060200002,"4.650,00","3.793,00","830,00"
201516,ALEE82203G,0061780001,"2.550,00","2.079,00","2.270,00"
201516,ALEE82204L,0060730002,"2.480,00","2.110,00","3.793,00"
201516,ALEE82205N,0061150001,"1.490,00","713,00","7.140,00"
201516,ALEE82206P,0060940001,"940,00","620,00","3.650,00"
201516,ALEE82207Q,0060610001,"7.167,00","5.200,00","5.716,00"
201516,ALEE823019,0061790001,"2.750,00","1.725,00","4.124,00"
201516,ALEE823019,0061790003,-,-,"2.488,00"
201516,ALEE82305D,0060720001,"460,00",-,"1.564,00"
201516,ALEE82307G,0061710001,"1.892,00","900,00","10.000,00"
201516,ALEE82308L,0060890002,"4.860,00","4.120,00","4.251,00"
201516,ALEE82309N,0061490001,"1.038,00","718,00","3.616,00"
201516,ALEE82310Q,0061530001,"2.220,00","1.555,00","3.000,00"
201516,ALEE82311R,0061590002,"1.696,00",-,"2.324,00"
201516,ALEE82312T,0061230001,"2.390,00","1.913,00","8.242,00"
201516,ALEE824015,0060390001,"1.718,00","401,00","14.381,00"
201516,ALEE824026,0061850004,"2.000,00","1.256,00","6.315,00"
201516,ALEE824037,0060390028,"3.322,00","1.866,00","11.853,00"
201516,ALEE824048,0060110002,"550,00","125,00",-
201516,ALEE824059,0061090001,"335,00","45,00","3.100,00"
201516,ALEE825011,0060030031,"3.020,00","1.072,00","17.310,00"
201516,ALEE825022,0060030032,"15.480,00","13.120,00","13.775,00"
201516,ALEE82601R,0060030028,"6.720,00","2.965,00","27.272,00"
201516,ALEE82701L,0060030030,"2.816,00","1.706,00","5.161,00"
201516,ALEE82702N,0060030039,"4.995,00","1.064,00","21.589,00"
201516,ALEE82801C,0060030016,"4.500,00","2.042,00","16.714,00"
201516,ALEE82802D,0060030014,"2.820,00","2.215,00","4.840,00"
201516,ALEE82803E,0060030024,"1.150,00","660,00","5.065,00"
201516,ALEE82804G,0060030023,"1.150,00","697,00","4.908,00"
201516,ALEE82805L,0060030012,"4.600,00","1.870,00","26.928,00"
201516,ALEE82806N,0060030022,"1.510,00","853,00","4.278,00"
201516,ALEE829018,0061140014,"12.500,00","9.650,00","12.000,00"
201516,ALEE829029,0061140012,"8.695,00","5.117,00","35.412,00"
201516,ALEE83001C,0061140010,"2.650,00","2.124,00",-
201516,ALEE83002D,0060740001,"2.000,00","1.740,00","2.210,00"
201516,ALEE83003E,0061270002,"5.097,00","4.598,00","3.767,00"
201516,ALEE83004G,0060120001,"551,00",-,"6.439,00"
201516,ALEE83005L,0061140018,"1.990,00","11.983,00","6.500,00"
201516,ALEE831018,0061380001,"1.607,00","450,00","9.720,00"
201516,ALEE831029,0061140017,"6.627,00","4.382,00","16.375,00"
201516,ALEE832014,0060390012,"2.040,00","1.601,00","4.830,00"
201516,ALEE832025,0060390004,"4.643,00","2.622,00","26.445,00"
201516,ALEE832025,0060390027,-,-,"927,00"
201516,ALEE83301X,0060390014,"1.450,00","432,00","4.403,00"
201516,ALEE83301X,0060390024,-,-,"514,00"
201516,ALEE833021,0060390008,"2.755,00","1.221,00","7.548,00"
201516,ALEE833021,0060390022,-,-,"1.060,00"
201516,ALEE833021,0060390023,-,-,"2.743,00"
201516,ALEE833032,0060390005,"2.740,00","2.047,00","1.848,00"
201516,ALEE833043,0060390003,"7.689,00","6.315,00","12.798,00"
201516,ALEE83401Q,0061740007,"3.772,00","3.000,00","4.560,00"
201516,ALEE83402R,0060300001,"700,00","405,00","2.700,00"
201516,ALEE83403T,0061740011,"7.000,00","4.785,00","37.655,00"
201516,ALEE83404V,0061740012,"5.124,00","3.390,00","9.655,00"
201516,ALEE83501G,0061830001,"400,00","50,00","1.400,00"
201516,ALEE83502L,0061580002,"800,00","548,00","2.268,00"
201516,ALEE83503N,0061740013,"2.000,00","1.764,00","8.400,00"
201516,ALEE83601B,0061360003,"280,00",-,"1.035,00"
201516,ALEE83602C,0060010005,"3.431,00","604,00",-
201516,ALEE837017,0060010006,"385,00",-,"1.156,00"
201516,ALEE837028,0061870001,"260,00","100,00","800,00"
201516,ALEE837039,0061120001,"600,00","165,00","5.220,00"
201516,ALEE83704A,0060010004,"4.000,00","2.870,00","963.984,00"
201516,ALMM08400Q,0061770005,"14.097,00","11.854,00","9.000,00"
201516,ALMM08400Q,0061770009,"5.563,00","672,00",-
201516,ALMM08401R,0061540001,"1.769,00","1.010,00","9.524,00"
201516,ALMM80601E,0060810001,"3.640,00","2.000,00","5.030,00"
201516,ALMM80602G,0060290001,"3.430,00","2.680,00","6.300,00"
201516,ALMM80701A,0061600002,"10.000,00","5.000,00","15.000,00"
201516,ALMM80701A,0061600004,"10.000,00","5.000,00","4.100,00"
201516,ALMM80702B,0060420002,"4.394,00","2.174,00","9.825,00"
201516,ALMM80703C,0061670003,"4.754,00","3.808,00","3.350,00"
201516,ALMM808016,0060950001,"3.490,00","1.950,00","7.300,00"
201516,ALMM808027,0061110001,"2.460,00","1.600,00","2.320,00"
201516,ALMM808038,0060490001,-,-,"4.623,00"
201516,ALMM808049,0061620002,"4.850,00","4.272,00","8.332,00"
201516,ALMM809012,0061440001,"830,00","230,00","4.500,00"
201516,ALMM809023,0060430001,"1.550,00","1.350,00","6.530,00"
201516,ALMM809023,0060430003,"2.350,00","1.350,00","6.530,00"
201516,ALMM810016,0061650002,"1.310,00","581,00","6.230,00"
201516,ALMM810027,0060170003,"800,00","250,00","2.250,00"
201516,ALMM811012,0061130003,"6.690,00","5.165,00","6.185,00"
201516,ALMM811023,0060590002,"2.140,00","925,00","5.700,00"
201516,ALMM811034,0061330002,"3.797,00","2.998,00","7.295,00"
201516,ALMM81201T,0061810001,"3.000,00","2.050,00","4.550,00"
201516,ALMM81202V,0061550001,"2.300,00",-,"6.398,00"
201516,ALMM812041,0061880002,"850,00",-,"4.870,00"
201516,ALMM81301N,0060090001,"5.612,00","3.727,00","21.579,00"
201516,ALMM81302P,0061480001,"3.460,00","2.275,00","6.880,00"
201516,ALMM81303Q,0061800001,"2.965,00","1.783,00","17.450,00"
201516,ALMM815019,0060030017,"16.384,00","12.433,00","34.716,00"
201516,ALMM815019,0060030021,"6.597,00","4.570,00","18.390,00"
201516,ALMM815019,0060030044,-,-,"4.935,00"
201516,ALMM816015,0060470002,"3.000,00",-,"27.000,00"
201516,ALMM816026,0061400002,"1.560,00","825,00","7.036,00"
201516,ALMM816026,0061400003,"3.080,00",-,"1.480,00"
201516,ALMM816037,0060210001,"1.000,00","750,00","1.700,00"
201516,ALMM817011,0060030037,"3.550,00","2.615,00","9.010,00"
201516,ALMM817011,0060030041,"1.655,00","505,00","11.268,00"
201516,ALMM81801R,0060680001,"1.350,00","400,00","7.850,00"
201516,ALMM81801R,0060680002,"500,00","175,00","3.350,00"
