ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SCUOLABUS, TRASPORTIPUBBLICIURBANI, TRASPORTIPUBBLICIINTERURBANI, TRASPORTIFERROVIARI, MEZZIPRIVATI, TRASPORTODISABILI, ALTRO
201516,CSMM81201D,0780451023,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM814015,0781280927,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM814026,0780850929,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM814037,0781150955,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM815011,0780511420,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM815022,0781290201,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM81701L,0780260771,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM81702N,0780500658,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM81801C,0780100791,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM81802D,0780040785,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM81803E,0780420824,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM819029,0780670069,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM81903A,0780550841,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,CSMM822014,0780290811,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM823021,0781000509,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM82401Q,0780560842,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM82403T,0780360818,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSMM82404V,0781200138,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM827017,0780830682,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,CSMM82901V,0780840985,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM829031,0780630622,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM829042,0780920877,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM829042,0780920878,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM83101V,0780440827,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM83201P,0781140912,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM83202Q,0781330932,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,CSMM83203R,0781180916,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,CSMM83204T,0781521100,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM83301E,0780190800,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM83402B,0780880415,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM836023,0780200803,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM83701T,0781321432,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM83701T,0781321433,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM83801N,0780800668,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM83802P,0780390776,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,CSMM84001N,0781160913,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CSMM84002P,0781350940,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM84101D,0781220358,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM842019,0781460946,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM84202A,0781450945,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM84203B,0781210921,SI,NO,NO,NO,SI,NO,SI
201516,CSMM844011,0780230092,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM844033,0780180799,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM84601L,0780460833,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM84602N,0780890832,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM84603P,0780220188,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,CSMM84701C,0780590848,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM84701C,0780590849,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM848018,0780680588,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM849014,0780740862,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM849025,0780210249,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,CSMM850018,0781031407,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM85003A,0780240625,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM85005C,0780860879,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85006D,0780820873,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM851014,0780750602,SI,NO,SI,NO,SI,NO,SI
201516,CSMM851025,0780530252,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,CSMM851025,0780530864,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CSMM85201X,0780110792,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM852032,0780870878,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM852043,0781070063,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85301Q,0781100917,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85302R,0781510004,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85401G,0780340132,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85401G,0780340133,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85401G,0780340503,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CSMM85402L,0781440390,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM85501B,0781430389,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85501B,0781430739,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM856028,0780280944,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM857013,0781270729,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM857024,0780300713,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM85802X,0781110956,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM858031,0780690858,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM858042,0780541101,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM858053,0780010591,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CSMM86101P,0780610521,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM86102Q,0780020152,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM86301A,0780730199,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,CSMM86302B,0781310930,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM86302B,0781310931,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM864016,0781390938,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM864027,0780960728,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM864038,0780160797,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM865012,0780101412,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM86701N,0781240809,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM86702P,0781480964,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM86703Q,0780660687,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM86703Q,0780661424,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM86704R,0781090639,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,CSMM86801D,0780910880,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM87001D,0780790932,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM871019,0780910632,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM872015,0780400821,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM873011,0780580845,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM87401R,0781050900,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,CSMM87402T,0780930883,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM87501L,0781040899,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM87502N,0780090788,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM87601C,0780311433,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM877018,0780370910,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CSMM877029,0780760642,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM877029,0780760706,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM87901X,0781020671,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM87901X,0781020754,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM88401B,0780030045,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,CSMM886013,0780440826,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM88701V,0780810266,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM88702X,0781120583,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,CSMM88801P,0780810272,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM88901E,0780810870,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM89001P,0781020758,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM89001P,0781021099,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM89201A,0780250095,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM89601N,0780451458,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM89701D,0780450661,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM89701D,0780450930,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM898019,0780450956,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM898019,0780451459,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8A001T,0781500950,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8A002V,0780060787,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8A003X,0780070280,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AE011,0781230924,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CSMM8AF01R,0780290809,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AJ01N,0780170091,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM8AJ01N,0780170798,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM8AK01D,0781020949,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,CSMM8AK02E,0781550770,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AL019,0780450774,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AL019,0780450931,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AM015,0781080904,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AN011,0781081449,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AP01L,0781080905,SI,SI,NO,SI,SI,SI,Non Comunicato
201516,CSMM8AQ01C,0781080332,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSMM8AS01D,0780150796,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,CSMM8AT019,0781490402,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM8AT019,0781490403,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CSMM8AU015,0781010886,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,CSMM8AU026,0780050402,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CSMM8AU037,0781250887,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AV011,0781190919,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AY01C,0781380936,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSMM8AY02D,0781300377,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC00101D,0780440825,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC010007,0780450958,NO,SI,NO,NO,SI,SI,Non Comunicato
201516,CSPC01801V,0780031438,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSPC02201E,0780290812,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC02201E,0780290814,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC02801D,0780400972,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC029019,0780330968,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSPC060008,0781140965,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC067014,0780511420,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC07101Q,0781080969,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSPC07601V,0780700966,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC190001,0781021093,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC190001,0781021094,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPC190001,0781021095,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPM05000T,0780451457,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPM070003,0780150974,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSPM070003,0780150975,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPM070003,0780150976,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS01401P,0780100990,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS01601A,0780170089,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS01601A,0780170100,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS018012,0780031438,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSPS020001,0780450978,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSPS020001,0780450979,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS020001,0780450980,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS020001,0780451451,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS03000G,0780451450,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS04901N,0780311435,NO,SI,NO,NO,SI,SI,Non Comunicato
201516,CSPS05000R,0780330984,NO,SI,NO,NO,SI,SI,Non Comunicato
201516,CSPS05000R,0780330985,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS059018,0780691048,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS068013,0780251047,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS068013,0780251048,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS068024,0780681053,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS06901V,0780450746,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS06901V,0780450748,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS06901V,0780450749,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS07101V,0781080987,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS07301E,0781051405,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS15000N,0781190348,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS15000N,0781190918,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS15000N,0781191115,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS18000D,0781020680,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS18000D,0781020681,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS18000D,0781020933,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS20000D,0781380983,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSPS210004,0780911450,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSPS25000E,0780840875,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,CSPS310001,0781501436,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA022017,0780290488,NO,NO,NO,NO,SI,NO,Non Comunicato
201516,CSRA022017,0780290499,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA023013,0780481015,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA023013,0780481016,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA03902N,0781191116,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA05301V,0781420730,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSRA06402A,0781081014,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA07000G,0781391010,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA07401X,0781021097,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA07401X,0781021098,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA074519,0781021097,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRA074519,0781021098,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRC01901A,0780331031,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRC06301C,0780871017,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRC06801G,0780470543,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRC072017,0780911019,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRF05101X,0780451454,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CSRH010004,0780331029,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSRH01051E,0780331029,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSRH01701X,0780451446,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CSRH07000Q,0780910991,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI013014,0780581101,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSRI01401X,0780100990,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI019013,0780331030,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI019013,0780331049,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI02201V,0780290491,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI022507,0780290491,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI03801C,0781191117,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI06101D,0780031035,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CSRI06151V,0780031035,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CSRI062019,0780251045,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI062019,0780251046,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI062019,0780251049,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI063015,0781501055,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI06351E,0781501055,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI06601L,0780441039,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI07201X,0780911038,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI07301Q,0780450752,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI07301Q,0780450952,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSRI07302R,0780811054,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSRI073515,0780450752,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI073515,0780450952,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSRI26000A,0780680231,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSRI28001L,0780180481,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSSD028013,0780400974,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSSD02901V,0780330986,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSSL04101X,0780451456,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSSL07101Q,0781080969,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSTA01701G,0780450751,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTA01701G,0780450855,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CSTA028012,0780150977,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTA064015,0781080673,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD011013,0780331076,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD01401E,0780101037,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD01401E,0780101104,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD02201D,0780290491,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD023019,0780481013,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD023019,0780481014,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD02702N,0780091435,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD04101V,0780451453,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD046012,0781081080,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD04901D,0780311435,NO,SI,NO,NO,SI,SI,Non Comunicato
201516,CSTD04951V,0780311435,NO,SI,NO,NO,SI,SI,Non Comunicato
201516,CSTD05000L,0781501078,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD05000L,0781501079,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD067013,0781231071,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD06901P,0780450746,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD06901P,0780450748,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD06901P,0780450749,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD07000T,0780031081,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD07000T,0780031082,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD070507,0780031081,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD070507,0780031082,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD07201E,0780911073,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD074016,0781020638,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD08000C,0780441083,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSTD08000C,0780441451,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTD17000P,0781281072,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTE04601D,0781081443,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTE051011,0780451455,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTE05151A,0780451455,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01000C,0780450738,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01000C,0780451097,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01000C,0780451098,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01000C,0780451099,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01050T,0780450738,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01050T,0780451097,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01050T,0780451098,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01050T,0780451099,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF013011,0780581102,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSTF013011,0780581105,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01351A,0780581102,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CSTF01351A,0780581105,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01402T,0780100990,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01601C,0780170089,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF01601C,0780170100,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF020003,0780331098,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CSTF020003,0780331099,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF02702X,0781040994,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF06101A,0780031035,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CSTF062016,0780251045,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF062016,0780251046,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTF06402V,0781080987,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTL01101D,0780331076,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTL041019,0780451453,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTL06601N,0780441105,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTL06602P,0781081106,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CSTN02801A,0780020779,NO,NO,SI,NO,SI,NO,Non Comunicato
201516,CSVC020005,0780450750,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CTAA00801T,0870151790,NO,SI,NO,NO,SI,SI,Non Comunicato
201516,CTAA00803X,0870151669,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CTAA01604X,0870151652,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CTAA01701L,0870152308,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CTAA019029,0870151476,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,CTAA022014,0870152580,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CTAA022014,0870152603,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CTAA022025,0870152602,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,CTAA036034,0870032487,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,CTAA036067,0870032482,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,CTAA03609A,0870032490,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,CTAA04202A,0870062608,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,CTAA043015,0870060001,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,CTAA044011,0870072428,NO,SI,NO,NO,NO,SI,Non Comunicato
201516,CTAA04501R,0870080849,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,CTAA04601L,0870080820,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,CTAA04701C,0870091219,SI,SI,SI,SI,SI,NO,Non Comunicato
201516,CTAA048018,0870090791,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,CTAA048029,0870091289,SI,SI,SI,SI,SI,NO,Non Comunicato
201516,CTAA04804B,0870091287,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CTAA04809L,0870091287,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,CTAA06102Q,0870242423,NO,NO,NO,NO,SI,NO,Non Comunicato
201516,CTAA061138,0870242576,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,CTAA06702P,0870332159,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CTAA06803G,0870332515,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,CTAA06810X,0870332514,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,CTAA06810X,0870333006,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CTAA069019,0870332510,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CTAA06904C,0870332582,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,CTAA07001D,0870333007,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,CTAA07005N,0870330693,SI,SI,SI,NO,SI,NO,Non Comunicato
