ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SCUOLABUS, TRASPORTIPUBBLICIURBANI, TRASPORTIPUBBLICIINTERURBANI, TRASPORTIFERROVIARI, MEZZIPRIVATI, TRASPORTODISABILI, ALTRO
201516,PGEE81401V,0540280676,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE81601E,0540370422,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE81602G,0540370423,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE81703C,0540550426,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE81703C,0540550586,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE81703C,0540550587,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE821012,0540120088,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE821023,0540120334,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE821034,0540120335,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE82201T,0540490435,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGEE82202V,0540160436,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE82203X,0540192510,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGEE822041,0540460439,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE82301N,0540500440,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE825019,0540130346,SI,NO,SI,SI,SI,NO,Non Comunicato
201516,PGEE825019,0540132697,SI,NO,SI,SI,SI,NO,Non Comunicato
201516,PGEE82502A,0540130343,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGEE82503B,0540130345,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGEE82504C,0540130342,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGEE827011,0540170367,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE827022,0540171025,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE827044,0540170113,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE82801R,0540340417,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE82801R,0540341039,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE82802T,0540340197,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE82803V,0540340196,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE82804X,0540592607,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE82901L,0540220151,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE82903P,0540220150,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE83001R,0540180117,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE83002T,0540180375,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE83101L,0540180372,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE83102N,0540180132,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE83105R,0540180382,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE83105R,0540182582,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE83108X,0540180673,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE83108X,0540180674,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE83201C,0540210144,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE83202D,0540210143,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE833029,0540012546,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE83303A,0540010304,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE834025,0540010306,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE834036,0540010308,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE834047,0540010514,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE83501X,0540010296,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE835021,0540010055,SI,SI,NO,NO,NO,SI,Non Comunicato
201516,PGEE83701G,0540180381,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE83801B,0540110434,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE83802C,0540110433,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE84001B,0540392641,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE84002C,0540390289,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGEE84003D,0540390047,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE841017,0540150362,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE841028,0540150533,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE842013,0540510454,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE842024,0540510455,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE842035,0540510456,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE842046,0540510458,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE84301V,0540020319,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGEE84302X,0540020312,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGEE84401P,0540510452,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGEE84501E,0540300321,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE84502G,0540301097,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE84503L,0540082533,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE847016,0540230384,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE847027,0540230155,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE847038,0540230674,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE847049,0540230153,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE84705A,0540230385,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE848012,0540332538,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE848023,0540410240,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE84901T,0540530369,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE84901T,0540531031,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE84902V,0540030001,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE84902V,0540030317,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE850012,0540040320,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE850023,0540040072,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE850034,0540060318,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85101T,0540390957,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85102V,0540390276,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE85103X,0540390275,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE851041,0540390032,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGEE851052,0540390269,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE85301D,0540390295,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85302E,0540390294,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85303G,0540390280,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85304L,0540390285,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE854019,0540390291,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE85402A,0540390279,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85403B,0540392559,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGEE85404C,0540390290,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGEE85405D,0540390487,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE856011,0540390281,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE856022,0540390283,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE856033,0540390284,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE856044,0540390286,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE856055,0540390287,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGEE85801L,0540390024,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85801L,0540390671,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE85802N,0540390267,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE85901C,0540390256,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE85902D,0540390257,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE86002N,0540182572,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86003P,0540180119,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE86003P,0540182585,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE86101C,0540180125,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86101C,0540180126,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE86102D,0540182508,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGEE86102D,0540182509,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE86102D,0540182510,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGEE862018,0540390277,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGEE862018,0540390957,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE862029,0540390278,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGEE863014,0540391032,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE863025,0540390270,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86401X,0540390250,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86401X,0540392642,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE864021,0540390002,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE864032,0540390251,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86501Q,0540390260,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86502R,0540390497,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86503T,0540390262,SI,NO,SI,SI,SI,SI,Non Comunicato
201516,PGEE86503T,0540392640,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86601G,0540390016,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86602L,0540390258,NO,NO,NO,NO,SI,SI,Non Comunicato
201516,PGEE86701B,0540391033,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGEE86702C,0540390028,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC80600T,0540070326,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGIC80700N,0540350564,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC80800D,0540570594,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGIC809009,0540540470,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGIC81000D,0540402711,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC813001,0540100521,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGIC81400R,0540280561,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGIC81600C,0540370660,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGIC817008,0540380425,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC82100X,0540120524,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC82200Q,0540490573,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC82300G,0540500440,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGIC825007,0540130528,SI,NO,SI,SI,SI,SI,Non Comunicato
201516,PGIC82800P,0540340417,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC82900E,0540220151,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGIC83000P,0540180117,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIC83100E,0540180541,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGIC83200A,0540210543,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGIC833006,0540010513,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC834002,0540010514,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC83500T,0540010296,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC83700D,0540180537,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC838009,0540440570,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC840009,0540390505,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC840009,0540392641,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC842001,0540510575,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGIC84300R,0540020515,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGIC84400L,0540510578,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGIC84500C,0540300562,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC84500C,0540302620,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC847004,0540230384,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC84800X,0540560591,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC84900Q,0540530584,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIC85000X,0540040518,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGIC85100Q,0540390494,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGIC854007,0540390291,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIC85800E,0540390671,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC85900A,0540390006,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC86000E,0540180119,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGIC86100A,0540180125,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC862006,0540390490,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC86500N,0540390260,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIC86600D,0540390493,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIC867009,0540391033,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGIS00200P,0540230610,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIS00300E,0540270613,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGIS00400A,0540121107,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,PGIS01100D,0540520646,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGIS013005,0540090653,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIS014001,0540560478,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIS018008,0540350655,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,PGIS02400G,0540240157,NO,SI,NO,NO,NO,NO,Non Comunicato
201516,PGIS026007,0540510603,NO,SI,SI,SI,SI,NO,Non Comunicato
201516,PGIS027003,0540130662,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIS02800V,0540130617,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIS02900P,0540010665,NO,SI,NO,NO,NO,NO,Non Comunicato
201516,PGIS03100P,0540510666,NO,SI,SI,SI,SI,NO,Non Comunicato
201516,PGIS03300A,0540391112,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGIS034006,0540240640,SI,SI,NO,NO,NO,NO,Non Comunicato
201516,PGIS034006,0540240661,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGIS03600T,0540170535,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM01600D,0540390493,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM05100R,0540090333,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM05100R,0540090520,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM111007,0540260404,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM111007,0540261016,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM117006,0540270180,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGMM117006,0540270411,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM117006,0540270558,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM117006,0540270560,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM117006,0540271117,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM117006,0540272509,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM18600L,0540520581,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM18600L,0540520582,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGMM18601N,0540141085,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM18602P,0540200531,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGMM21300Q,0540130525,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM21300Q,0540130526,SI,SI,SI,SI,SI,NO,Non Comunicato
201516,PGMM21300Q,0540132649,SI,SI,SI,SI,SI,NO,Non Comunicato
201516,PGMM21400G,0540240158,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM21400G,0540242634,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM80601V,0540310080,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM80602X,0540070326,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM80702Q,0540350564,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM80804N,0540570486,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM80804N,0540570594,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGMM80901A,0540540470,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM81001E,0540402711,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM813012,0540100521,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM813023,0540580522,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM813045,0540481091,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGMM81401T,0540280561,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM81401T,0540280676,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM81501N,0540010310,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM81602E,0540370423,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM81604L,0540360338,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM817019,0540550426,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM817019,0540550586,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM817019,0540550587,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM81702A,0540382673,SI,NO,NO,SI,NO,SI,Non Comunicato
201516,PGMM821011,0540120524,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM82201R,0540490573,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM82202T,0540160436,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM82203V,0540460550,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM82204X,0540192510,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM82301L,0540500574,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM825018,0540130528,SI,NO,SI,SI,SI,SI,Non Comunicato
201516,PGMM82801Q,0540341040,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM82802R,0540592608,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM82901G,0540220151,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGMM83001Q,0540180117,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM83101G,0540180132,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM83101G,0540180541,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM83101G,0540182611,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM83201B,0540210543,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGMM833017,0540010513,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM834013,0540010514,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM83501V,0540010512,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM83701E,0540180537,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM83701E,0540182705,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM83801A,0540440570,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM83801A,0540440572,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM83802B,0540110523,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGMM84001A,0540390505,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM841016,0540150364,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM841016,0540150532,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM841016,0540150533,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM842012,0540510575,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM842012,0540510580,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM842023,0540050446,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGMM84301T,0540020515,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM84401N,0540510576,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM84401N,0540510577,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM84401N,0540510578,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,PGMM84501D,0540300562,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM84502E,0540080145,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM847015,0540231030,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM848011,0540332539,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM848022,0540560475,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM848022,0540560589,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM848022,0540560591,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM848022,0540560592,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM848033,0540410593,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM848033,0540412588,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,PGMM84901R,0540530584,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM84902T,0540030001,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM84902T,0540030956,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM850011,0540040518,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,PGMM850022,0540060519,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM85101R,0540390276,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM85101R,0540390494,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGMM85101R,0540390495,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM85101R,0540390500,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGMM85301C,0540390040,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM85301C,0540390283,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM85301C,0540390295,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM85301C,0540390503,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM85301C,0540392560,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM85301C,0540392643,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM85901B,0540390006,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM85901B,0540390007,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM86001G,0540180536,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM86001G,0540182584,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM86101B,0540180538,NO,NO,NO,NO,SI,NO,Non Comunicato
201516,PGMM86101B,0540180539,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGMM862017,0540390490,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM862017,0540390491,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,PGMM863013,0540390265,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM863013,0540390488,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM863013,0540390496,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGMM863013,0540391032,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM86401V,0540390272,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,PGMM86401V,0540392642,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM86401V,0540392645,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGMM86601E,0540390258,NO,NO,NO,NO,SI,SI,Non Comunicato
201516,PGMM86601E,0540390493,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGPC01000X,0540390596,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPC01000X,0540390597,NO,NO,SI,NO,SI,SI,Non Comunicato
201516,PGPC01000X,0540390651,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,PGPC01801G,0540350655,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,PGPC01801G,0540352633,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,PGPC02401V,0540240157,NO,SI,NO,NO,NO,NO,Non Comunicato
201516,PGPC02601E,0540510603,NO,SI,SI,SI,SI,NO,Non Comunicato
201516,PGPC02601E,0540510607,NO,SI,SI,SI,SI,NO,Non Comunicato
201516,PGPC04000Q,0540520601,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPC04000Q,0540520612,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPC04000Q,0540522668,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPC05000A,0540130602,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGPC07000G,0540010650,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,PGPC07000G,0540012595,SI,SI,NO,NO,NO,SI,Non Comunicato
201516,PGPC09000R,0540180606,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPC09000R,0540180630,NO,SI,SI,SI,SI,NO,Non Comunicato
201516,PGPM010004,0540390605,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGPM010004,0540392592,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGPM08000A,0540341042,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPS002015,0540230610,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGPS003011,0540270613,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPS00401R,0540121107,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,PGPS010003,0540010001,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGPS01401B,0540560478,NO,SI,NO,NO,SI,NO,Non Comunicato
201516,PGPS02000N,0540180608,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPS02000N,0540180623,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPS02000N,0540182651,NO,SI,SI,NO,SI,SI,Non Comunicato
201516,PGPS02001P,0540070632,NO,SI,SI,NO,SI,NO,Non Comunicato
201516,PGPS02601N,0540510611,NO,SI,SI,SI,SI,NO,Non Comunicato
