ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPAZIDIDATTICI, AULAMAGNA, MENSA, PALESTRAPISCINA, SPAZIAMMINISTRATIVI
201516,LEPS013017,0750520613,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LEPS013017,0750521261,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LEPS014013,0750881237,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS02901R,0750220698,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LEPS02901R,0750221272,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS03000X,0750160603,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS03000X,0750161271,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LEPS03000X,0750162208,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LEPS034018,0750350695,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LEPS034018,0750350700,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LEPS03701Q,0750302221,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS03801G,0750392231,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS04000E,0750292310,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS04000E,0750292311,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LEPS04401V,0750350693,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LEPS04401V,0750351227,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LEPS04601E,0750791262,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LEPS04601E,0750792176,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LEPS050005,0750390607,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS050005,0750392242,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LEPS050005,0750392247,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LEPS07000A,0750352293,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LEPS07000A,0750352294,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERA02101Q,0750390617,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERA02101Q,0750391242,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERA02101Q,0750392238,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERA021504,0750390617,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERA021504,0750391242,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERC00701C,0750210625,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERC016017,0750880602,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC016017,0750882249,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERC016017,0750882250,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERC017013,0750632178,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC017024,0750640627,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LERC02101P,0750391254,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERC02201E,0750352299,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC02251X,0750352299,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC031019,0750350631,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC031019,0750350685,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERC031019,0750351229,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERC03151P,0750350631,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC037018,0750302217,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC037018,0750302220,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERC03751N,0750302217,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC03901X,0750220594,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC03901X,0750222194,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERC039021,0750140361,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERC039021,0750142169,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERF002013,0750402225,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERF002013,0750402230,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERF016011,0750020641,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LERF01701R,0750840646,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERF023014,0750520644,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERF02401X,0750292305,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERF02401X,0750292308,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERF024508,0750292305,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH00101P,0750350615,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH00101P,0750350631,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH00101P,0750350671,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH001503,0750350615,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH01000C,0750610372,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH01000C,0750610637,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH01000C,0750721244,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH01000C,0750721245,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH01050T,0750721244,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH017018,0750902216,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH01750L,0750902216,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH02301G,0750520644,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH02301G,0750521256,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH02350X,0750520644,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH04301R,0750570652,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERH04301R,0750570653,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERH04301R,0750570654,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI01601X,0750020657,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LERI01601X,0750021070,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI01601X,0750022265,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI016021,0750880602,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI016021,0750882249,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI016021,0750882250,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI01701Q,0750160656,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI01701Q,0750162211,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI02101B,0750390630,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI02101B,0750390662,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI02101B,0750391254,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI02101B,0750392235,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI02101B,0750392236,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI02101B,0750392237,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI02101B,0750392239,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI022017,0750352295,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI022017,0750352296,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI022017,0750352299,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI02251L,0750352295,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI02251L,0750352299,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI02401V,0750292305,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI02401V,0750292308,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI024507,0750292305,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI03301N,0750310089,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI03301N,0750310660,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LERI03301N,0750312186,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LERI03301N,0750312187,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI03303Q,0750590531,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI033513,0750312187,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI043018,0750610668,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LERI04350L,0750610668,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LESD02601Q,0750520667,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LESD02701G,0750292319,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LESD02701G,0750292320,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LESD03302X,0750590531,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LESD033529,0750030450,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LESD04301D,0750610668,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LESL03000R,0750350439,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LESL03000R,0750352281,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LESL030506,0750352281,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LESL033019,0750030450,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LETA00101A,0750350615,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD00201L,0750402225,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD00201L,0750402230,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD002501,0750402225,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD00301C,0750020688,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETD00301C,0750020949,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LETD00701Q,0750310089,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETD00701Q,0750312190,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD00701Q,0750312191,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD01000E,0750392226,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD01000E,0750392227,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETD01000E,0750392228,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD01050X,0750392228,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD020005,0750162202,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD020005,0750162203,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD02050E,0750162203,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD026015,0750520690,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD026015,0750522218,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD02650D,0750520690,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD03000Q,0750292314,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD03000Q,0750292315,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD03101L,0750350631,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD039017,0750222195,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD039017,0750222196,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD03951L,0750222194,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETD03951L,0750222195,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD042013,0750352279,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD042013,0750352280,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD042024,0750112185,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD042024,0750112186,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETD04401P,0750350692,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD04401P,0750350693,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD04401P,0750351227,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETD044514,0750351227,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETD08000R,0750352271,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETD08000R,0750352272,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETD08001T,0750352271,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETE010002,0750350699,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETE010002,0750352268,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETE010002,0750352275,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETE010002,0750352277,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETF00301P,0750022269,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF00301P,0750022270,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETF006016,0750160701,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF006016,0750162215,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETF01601R,0750880602,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF01601R,0750882249,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETF01601R,0750882250,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETF01701L,0750160656,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF021018,0750390662,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF03401A,0750350695,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETF03401A,0750350700,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETF03701T,0750302221,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF03701T,0750302223,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LETF03801N,0750390606,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETF03801N,0750390705,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF03801N,0750392231,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETF03801N,0750392233,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETF03801N,0750392248,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETL00601A,0750161233,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LETL00601A,0750162197,Non Esiste,Esiste,Non Esiste,Esiste,Non Esiste
201516,LETL02601G,0750520690,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LETL02601G,0750522218,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETL04201D,0750352275,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LETL04201D,0750352277,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LETL04251V,0750352275,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIAA00202C,0490091028,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA00203D,0490091027,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIAA00204E,0490091025,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA003028,0490091019,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA00304A,0490091020,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA00306C,0490091021,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA004024,0490091038,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA004046,0490091037,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA00703L,0490091014,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA00704N,0490091053,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,LIAA00706Q,0490099009,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA009016,0490091001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIAA009027,0490091003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA01003C,0490091040,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIAA01005E,0490091041,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA01301T,0490091010,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA01303X,0490091012,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA06001B,0490071003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA06002C,0490071007,Esiste,Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA06003D,0490071001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA061017,0490071008,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA06104A,0490010002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA075015,0490121020,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA075026,0490121014,Esiste,Esiste,Esiste,Non Esiste,Esiste
201516,LIAA075037,0490121021,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA076011,0490121022,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,LIAA076033,0490121023,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA09004A,0490171004,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA091013,0490171006,Esiste,Esiste,Esiste,Non Esiste,Esiste
201516,LIAA091035,0490171007,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA091046,0490171005,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA803016,0490030024,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA80501T,0490130019,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA80502V,0490160001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA80503X,0490150001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA805052,0490040014,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,LIAA80701D,0490180001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA80703G,0490191025,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA808019,0490060003,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIAA80802A,0490060004,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIAA809015,0490110016,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIAA809026,0490100017,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA809037,0490100025,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIAA810019,0490020002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA81002A,0490200003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA81003B,0490020001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA81003B,0490020008,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIAA811026,0490140001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA811026,0490140004,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA811037,0490140003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA811048,0490140009,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA811048,0490140014,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIAA81301R,0490050001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIAA81401L,0490091047,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIAA81402N,0490091050,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA81501C,0490091046,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA81502D,0490091052,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA816018,0490080010,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIAA816029,0490080012,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIAA81603A,0490080003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA817014,0490080008,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIAA817025,0490080001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LICT70000P,0490091042,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LICT70100E,0490171008,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LICT70200A,0490121012,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LICT703006,0490140002,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00200G,0490091027,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00201L,0490091027,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00208X,0490091028,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE002103,0490091026,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00300B,0490091017,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00301C,0490091017,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00302D,0490091021,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE00303E,0490091018,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE004007,0490091035,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIEE004018,0490091035,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIEE004018,0490091039,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE00406D,0490091036,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,LIEE00700P,0490091013,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIEE00701Q,0490091013,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIEE007072,0490091015,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIEE007094,0490091016,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE00900A,0490091001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00901B,0490091002,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIEE00903D,0490091001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE00906L,0490091004,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,LIEE01000E,0490091040,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE01001G,0490091040,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE01006R,0490091041,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE013002,0490091009,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE01336P,0490091009,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE01336P,0490091012,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE01337Q,0490091011,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE01338R,0490091010,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE06000G,0490071000,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE06001L,0490071000,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE06002N,0490071006,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE06003P,0490071002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE06100B,0490071004,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE06101C,0490071004,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE06105L,0490010002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE06105L,0490010003,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE06106N,0490071005,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE075009,0490121012,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE07501A,0490121012,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE07502B,0490121015,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE07504D,0490121016,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE07505E,0490121017,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIEE076005,0490120007,Non Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIEE076027,0490121018,Esiste,Esiste,Esiste,Esiste,Non Esiste
201516,LIEE07607C,0490121019,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE09000B,0490170001,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIEE09001C,0490171000,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE09001C,0490171002,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE09003E,0490171001,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE09005L,0490171003,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE091007,0490171006,Esiste,Esiste,Esiste,Non Esiste,Esiste
201516,LIEE091018,0490171006,Esiste,Esiste,Esiste,Non Esiste,Esiste
201516,LIEE091029,0490171005,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE09103A,0490171009,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE80301B,0490030022,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIEE80301B,0490030023,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIEE805013,0490130020,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE805024,0490040014,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
