ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPAZIDIDATTICI, AULAMAGNA, MENSA, PALESTRAPISCINA, SPAZIAMMINISTRATIVI
201516,AGMM850012,0840274844,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGMM85101T,0840291071,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGMM85301D,0840261156,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGMM85301D,0840261159,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGMM85301D,0840261161,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGMM855015,0840014214,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGMM855015,0840014215,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGMM85901C,0840174157,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGMM86101C,0840174143,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPC001017,0840110785,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGPC008012,0840411635,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGPC010001,0840010666,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGPC010001,0840011700,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPC01701R,0840041597,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGPC01701R,0840041601,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPC060002,0840211619,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPC060002,0840211620,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPC060002,0840211622,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPC060002,0840211630,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPM002017,0840401779,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGPM00250G,0840401779,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGPM01801R,0840311370,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPM01801R,0840311373,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPM01801R,0840311396,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPM02000Q,0840170713,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPM02000Q,0840170714,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPM02101L,0840331019,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPM02101L,0840331020,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPM02101L,0840331021,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPM02101L,0840331022,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPM02101L,0840331023,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPM03000A,0840010662,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPM03000A,0840011411,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPM03000A,0840011614,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPS00101A,0840111577,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS00101A,0840111578,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS00101A,0840111802,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPS002016,0840120683,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS002016,0840120684,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPS002027,0840090731,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS002027,0840090732,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPS008015,0840231250,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS02000P,0840411667,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPS02000P,0840411668,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS02201B,0840270510,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS02201B,0840271347,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGPS02201B,0840271360,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPS02201B,0840271380,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPS030009,0840011421,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS030009,0840011540,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS030009,0840011541,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGPS060005,0840010860,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGPS060005,0840011227,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGPS08000A,0840201782,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGRA019015,0840111424,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRC01601L,0840231260,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGRC01602N,0840411618,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGRC02301Q,0840010547,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRC02301Q,0840010661,Non Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGRC02302R,0840030673,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGRC02303T,0840281681,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGRC02303T,0840281686,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRH01201E,0840410730,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRH01201E,0840414610,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGRH01201E,0840414611,Non Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGRH01250V,0840410730,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRH01301A,0840211778,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGRH02000C,0840171339,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGRH02000C,0840171780,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRH02050T,0840171339,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGRI011016,0840211777,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI016019,0840411025,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGRI016019,0840411636,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGRI016019,0840411638,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGRI017015,0840041676,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI017026,0840151257,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI01750D,0840151257,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI01901R,0840171780,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI01902T,0840290503,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI01903V,0840111590,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGRI019505,0840171780,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI02000X,0840090751,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI02000X,0840360752,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI020011,0840120659,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI02101R,0840331602,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI02201L,0840270510,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGRI024018,0840031391,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGSD00801G,0840411628,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGSD00801G,0840411629,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTA012016,0840410730,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTA012016,0840414610,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGTA012016,0840414611,Non Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD01301C,0840211778,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGTD01351T,0840211778,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGTD014018,0840010662,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTD014018,0840011614,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGTD014018,0840011615,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD01601X,0840411605,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGTD016519,0840411605,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGTD01701Q,0840041676,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTD01801G,0840100504,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTD02000E,0840111424,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTD02000E,0840111431,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGTD02001G,0840260501,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGTD02101B,0840330696,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGTD02101B,0840330697,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD02101B,0840330698,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD02101B,0840330699,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD02101B,0840330700,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD02151R,0840330696,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGTD02151R,0840330697,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD02151R,0840330698,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD02151R,0840330699,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD02151R,0840330700,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTD09000R,0840011406,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTD09000R,0840011407,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGTD09001T,0840281681,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGTD09001T,0840281686,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTD090506,0840281686,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTF02201D,0840271380,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,AGTF023019,0840281681,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGTF023019,0840281686,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTF024015,0840031391,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,AGTL011017,0840211783,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,AGTL01401P,0840010547,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,AGTL01401P,0840010667,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,AGVC05000P,0840411781,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA007017,0060030019,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA036039,0060510002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA03607D,0061770009,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,ALAA03608E,0061540002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA037013,0060130001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA037024,0061770002,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA037035,0061770005,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,ALAA037046,0061280002,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA80601A,0060220001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA80602B,0061900001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA80603C,0060290002,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA807016,0061600003,Esiste,Non Esiste,Non Comunicato,Non Esiste,Non Esiste
201516,ALAA807027,0061670002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA808012,0061690001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA808023,0060950001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA808034,0060440001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA808045,0060490002,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA808056,0060630001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA808067,0061470001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA808078,0061620002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA80901T,0061440002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA80902V,0060430002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA80903X,0061680002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA810012,0060170001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA810023,0061060001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA810045,0061650002,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,ALAA810056,0060920001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA810067,0060360001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA81101T,0060590001,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,ALAA81102V,0061130004,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,ALAA81103X,0060770001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA811041,0061330001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81201N,0061810003,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,ALAA81203Q,0060830002,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81204R,0061550001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA81205T,0060790001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81301D,0060090002,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA81302E,0061480001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA81303G,0060180002,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,ALAA815015,0060780001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA815026,0060030033,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA815037,0060030021,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA815048,0060030018,Esiste,Esiste,Esiste,Esiste,Esiste
201516,ALAA816011,0060470003,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA816022,0060150001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA816033,0060210002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA816044,0061400004,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA816055,0061610001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA816066,0060750002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81701R,0060030042,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA81702T,0060030038,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81703V,0060030026,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA81801L,0060680003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81802N,0060760002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81803P,0060910001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA81804Q,0061630002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81805R,0061410001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA81806T,0061420001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA81901C,0060530001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81902D,0061510003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81903E,0060960002,Esiste,Non Esiste,Non Comunicato,Non Esiste,Non Esiste
201516,ALAA81904G,0060060001,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA81905L,0060870001,Esiste,Non Esiste,Non Comunicato,Non Esiste,Non Esiste
201516,ALAA81906N,0061320001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA82102D,0061210009,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA82103E,0061210001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA822018,0061730003,Esiste,Non Esiste,Non Comunicato,Non Comunicato,Non Esiste
201516,ALAA822029,0060200001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA822029,0060200002,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA82203A,0061780002,Esiste,Non Esiste,Non Comunicato,Non Esiste,Non Esiste
201516,ALAA82204B,0060730001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA82205C,0060820002,Esiste,Non Esiste,Esiste,Non Comunicato,Non Esiste
201516,ALAA82207E,0060940002,Esiste,Non Esiste,Non Comunicato,Non Esiste,Esiste
201516,ALAA82208G,0060610001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA823025,0061710001,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA823036,0060070001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA823058,0061200001,Esiste,Non Esiste,Esiste,Non Comunicato,Non Esiste
201516,ALAA82307A,0061230002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA82308B,0060560001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA82309C,0061530001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA82310E,0061590001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA82401X,0060390029,Esiste,Esiste,Esiste,Non Esiste,Esiste
201516,ALAA824021,0061850003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA824032,0060390028,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA824043,0060110001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA824054,0061090002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA82501Q,0060030032,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA82502R,0060030031,Esiste,Esiste,Esiste,Esiste,Esiste
201516,ALAA82601G,0060030028,Esiste,Esiste,Esiste,Esiste,Esiste
201516,ALAA82701B,0060030030,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA82702C,0060030039,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA828017,0060030011,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA828028,0060030015,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA828039,0060030034,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA829013,0061140007,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA830017,0061140015,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA830028,0061140016,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83004A,0060740001,Esiste,Non Esiste,Non Comunicato,Esiste,Non Esiste
201516,ALAA83005B,0061270002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA831013,0061140014,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA831024,0061140006,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA831035,0061140013,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA831046,0061380002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA831046,0061380004,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALAA83201V,0060390004,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALAA83201V,0060390027,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA83202X,0060390013,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA832031,0060390030,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83301P,0060390003,Esiste,Esiste,Esiste,Esiste,Esiste
201516,ALAA83301P,0060390011,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83302Q,0060390031,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83303R,0060390026,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83304T,0060390006,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83401E,0061740008,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83402G,0061740007,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83403L,0060300002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83404N,0061740009,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83501A,0061740010,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA83502B,0061830002,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALAA83503C,0061580001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA836016,0060010002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA836027,0060010001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA837012,0060010003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALAA837012,0060010017,Esiste,Non Esiste,Non Comunicato,Non Esiste,Non Esiste
201516,ALAA837023,0061120001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE00701C,0060030019,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALEE00702D,0060030020,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE03601C,0061540002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE03601C,0061540003,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALEE03602D,0060510003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE03603E,0061770009,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,ALEE037018,0060130002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE03703A,0061280001,Esiste,Non Esiste,Non Comunicato,Non Esiste,Non Esiste
201516,ALEE03704B,0061770010,Non Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALEE03704B,0061770011,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE03704B,0061770012,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE03704B,0061770013,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,ALEE80601G,0060290001,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE80602L,0061700002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE80603N,0060220001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE80604P,0061900001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE80606R,0060810002,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,ALEE80607T,0060350002,Esiste,Non Esiste,Non Comunicato,Non Esiste,Non Esiste
201516,ALEE80608V,0060700001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE80609X,0061520001,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,ALEE80701B,0061600002,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALEE80702C,0060420002,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALEE80703D,0061670001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE808017,0060440001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE808028,0060950001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,ALEE808039,0061110001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE80804A,0061690001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE80806C,0060490001,Non Esiste,Non Esiste,Non Comunicato,Esiste,Non Esiste
201516,ALEE80807D,0060630001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,ALEE80808E,0061470001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,ALEE80809G,0061620002,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,ALEE809013,0061440001,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,ALEE809024,0060430001,Esiste,Esiste,Esiste,Esiste,Non Esiste
201516,ALEE809024,0060430003,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,ALEE809035,0061680001,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,ALEE809046,0060330001,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
